"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-07,"GA 501","PNK-CGK","98 ",4,102
2017-04-07,"GA 515","PNK-CGK","119 ",22,141
2017-04-07,"GA 513","PNK-CGK","132 ",21,153
2017-04-07,"GA 511","PNK-CGK","115 ",14,129
2017-04-07,"GA 507","PNK-CGK","144 ",9,153
2017-04-07,"GA 505","PNK-CGK","151 ",1,152
2017-04-07,"GA 503","PNK-CGK","110 ",8,118
2017-04-07,"GA 7532","PNK-KTG","44 ",16,60
2017-04-07,"GA 7523","PNK-PKY","37 ",0,37
2017-04-07,"GA 7524","PNK-PSU","50 ",4,54
2017-04-07,"GA 7534","PNK-SQG","26 ",12,38
