"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-06,"GA 648","CGK3-?
(Domestic)","103 ",9,112
2017-04-06,"GA 646","CGK3-AMQ
(Domestic)","116 ",2,118
2017-04-06,"GA 532","CGK3-BDJ
(Domestic)","123 ",6,129
2017-04-06,"GA 538","CGK3-BDJ
(Domestic)","56 ",8,64
2017-04-06,"GA 536","CGK3-BDJ
(Domestic)","45 ",13,58
2017-04-06,"GA 528","CGK3-BDJ
(Domestic)","67 ",15,82
2017-04-06,"GA 534","CGK3-BDJ
(Domestic)","62 ",13,75
2017-04-06,"GA 530","CGK3-BDJ
(Domestic)","139 ",3,142
2017-04-06,"GA 298","CGK3-BKS
(Domestic)","55 ",29,84
2017-04-06,"GA 296","CGK3-BKS
(Domestic)","109 ",2,111
2017-04-06,"GA 8022","CGK3-BPN
(Domestic)","73 ",3,76
2017-04-06,"GA 560","CGK3-BPN
(Domestic)","125 ",2,127
2017-04-06,"GA 562","CGK3-BPN
(Domestic)","95 ",1,96
2017-04-06,"GA 576","CGK3-BPN
(Domestic)","100 ",10,110
2017-04-06,"GA 572","CGK3-BPN
(Domestic)","111 ",29,140
2017-04-06,"GA 568","CGK3-BPN
(Domestic)","82 ",19,101
2017-04-06,"GA 566","CGK3-BPN
(Domestic)","63 ",14,77
2017-04-06,"GA 564","CGK3-BPN
(Domestic)","84 ",10,94
2017-04-06,"GA 570","CGK3-BPN
(Domestic)","109 ",9,118
2017-04-06,"GA 156","CGK3-BTH
(Domestic)","72 ",19,91
2017-04-06,"GA 154","CGK3-BTH
(Domestic)","86 ",4,90
2017-04-06,"GA 158","CGK3-BTH
(Domestic)","67 ",16,83
2017-04-06,"GA 152","CGK3-BTH
(Domestic)","106 ",14,120
2017-04-06,"GA 150","CGK3-BTH
(Domestic)","110 ",1,111
2017-04-06,"GA 140","CGK3-BTJ
(Domestic)","135 ",1,136
2017-04-06,"GA 146","CGK3-BTJ
(Domestic)","107 ",17,124
2017-04-06,"GA 142","CGK3-BTJ
(Domestic)","83 ",25,108
2017-04-06,"GA 126","CGK3-DJB
(Domestic)","43 ",4,47
2017-04-06,"GA 128","CGK3-DJB
(Domestic)","96 ",23,119
2017-04-06,"GA 130","CGK3-DJB
(Domestic)","102 ",1,103
2017-04-06,"GA 132","CGK3-DJB
(Domestic)","88 ",15,103
2017-04-06,"GA 134","CGK3-DJB
(Domestic)","93 ",15,108
2017-04-06,"GA 656","CGK3-DJJ
(Domestic)","102 ",10,112
