"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-24,"GA 270","KNO-BTH
(Domestic)","38 ",2,40
2017-04-24,"GA 121","KNO-CGK
(Domestic)","130 ",10,140
2017-04-24,"GA 197","KNO-CGK
(Domestic)","137 ",0,137
2017-04-24,"GA 195","KNO-CGK
(Domestic)","105 ",1,106
2017-04-24,"GA 193","KNO-CGK
(Domestic)","127 ",13,140
2017-04-24,"GA 191","KNO-CGK
(Domestic)","130 ",11,141
2017-04-24,"GA 189","KNO-CGK
(Domestic)","145 ",11,156
2017-04-24,"GA 187","KNO-CGK
(Domestic)","146 ",4,150
2017-04-24,"GA 185","KNO-CGK
(Domestic)","143 ",2,145
2017-04-24,"GA 183","KNO-CGK
(Domestic)","94 ",2,96
2017-04-24,"GA 181","KNO-CGK
(Domestic)","52 ",0,52
2017-04-24,"GA 123","KNO-CGK
(Domestic)","99 ",1,100
2017-04-24,"GA 7136","KNO-DTB
(Domestic)","41 ",22,63
2017-04-24,"GA 7134","KNO-FLZ
(Domestic)","31 ",3,34
2017-04-24,"GA 7116","KNO-GNS
(Domestic)","46 ",5,51
2017-04-24,"GA 266","KNO-PLM
(Domestic)","44 ",1,45
2017-04-24,"MH 861","KNO-KUL
(International)","140 ",0,140
2017-04-24,"MH 865","KNO-KUL
(International)","136 ",0,136
2017-04-24,"MI 233","KNO-SIN
(International)","124 ",0,124
2017-04-24,"MI 237","KNO-SIN
(International)","75 ",1,76
2017-04-24,"KNO-MED
(International)","420 ",3,423
