"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-07,"GA 501","PNK-CGK","91 ",1,92
2017-03-07,"GA 503","PNK-CGK","90 ",0,90
2017-03-07,"GA 505","PNK-CGK","81 ",11,92
2017-03-07,"GA 507","PNK-CGK","102 ",15,117
2017-03-07,"GA 511","PNK-CGK","62 ",8,70
2017-03-07,"GA 513","PNK-CGK","81 ",25,106
2017-03-07,"GA 7532","PNK-KTG","23 ",8,31
2017-03-07,"GA 7528","PNK-KTG","16 ",1,17
2017-03-07,"GA 7536","PNK-KTG","41 ",8,49
2017-03-07,"GA 7523","PNK-PKY","39 ",4,43
2017-03-07,"GA 7524","PNK-PSU","25 ",9,34
2017-03-07,"GA 7534","PNK-SQG","41 ",12,53
