"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-21","GA 648","CGK3","CGK3 - ? (Domestic)","109","10","119","14.170.000"
"2","2017-03-21","GA 646","CGK3","CGK3 - AMQ (Domestic)","71","5","76","9.230.000"
"3","2017-03-21","GA 536","CGK3","CGK3 - BDJ (Domestic)","77","9","86","10.010.000"
"4","2017-03-21","GA 528","CGK3","CGK3 - BDJ (Domestic)","77","4","81","10.010.000"
"5","2017-03-21","GA 530","CGK3","CGK3 - BDJ (Domestic)","156","0","156","20.280.000"
"6","2017-03-21","GA 532","CGK3","CGK3 - BDJ (Domestic)","72","20","92","9.360.000"
"7","2017-03-21","GA 534","CGK3","CGK3 - BDJ (Domestic)","52","14","66","6.760.000"
"8","2017-03-21","GA 538","CGK3","CGK3 - BDJ (Domestic)","35","4","39","4.550.000"
"9","2017-03-21","GA 298","CGK3","CGK3 - BKS (Domestic)","83","18","101","10.790.000"
"10","2017-03-21","GA 296","CGK3","CGK3 - BKS (Domestic)","111","1","112","14.430.000"
"11","2017-03-21","GA 562","CGK3","CGK3 - BPN (Domestic)","110","1","111","14.300.000"
"12","2017-03-21","GA 564","CGK3","CGK3 - BPN (Domestic)","142","11","153","18.460.000"
"13","2017-03-21","GA 568","CGK3","CGK3 - BPN (Domestic)","115","17","132","14.950.000"
"14","2017-03-21","GA 560","CGK3","CGK3 - BPN (Domestic)","111","1","112","14.430.000"
"15","2017-03-21","GA 570","CGK3","CGK3 - BPN (Domestic)","82","15","97","10.660.000"
"16","2017-03-21","GA 576","CGK3","CGK3 - BPN (Domestic)","88","4","92","11.440.000"
"17","2017-03-21","GA 572","CGK3","CGK3 - BPN (Domestic)","106","6","112","13.780.000"
"18","2017-03-21","GA 566","CGK3","CGK3 - BPN (Domestic)","69","12","81","8.970.000"
"19","2017-03-21","GA 150","CGK3","CGK3 - BTH (Domestic)","126","2","128","16.380.000"
"20","2017-03-21","GA 152","CGK3","CGK3 - BTH (Domestic)","129","9","138","16.770.000"
"21","2017-03-21","GA 154","CGK3","CGK3 - BTH (Domestic)","102","21","123","13.260.000"
"22","2017-03-21","GA 158","CGK3","CGK3 - BTH (Domestic)","83","16","99","10.790.000"
"23","2017-03-21","GA 156","CGK3","CGK3 - BTH (Domestic)","113","17","130","14.690.000"
"24","2017-03-21","GA 146","CGK3","CGK3 - BTJ (Domestic)","69","6","75","8.970.000"
"25","2017-03-21","GA 142","CGK3","CGK3 - BTJ (Domestic)","72","16","88","9.360.000"
"26","2017-03-21","GA 140","CGK3","CGK3 - BTJ (Domestic)","101","3","104","13.130.000"
"27","2017-03-21","GA 134","CGK3","CGK3 - DJB (Domestic)","87","21","108","11.310.000"
"28","2017-03-21","GA 132","CGK3","CGK3 - DJB (Domestic)","81","11","92","10.530.000"
"29","2017-03-21","GA 130","CGK3","CGK3 - DJB (Domestic)","92","4","96","11.960.000"
"30","2017-03-21","GA 128","CGK3","CGK3 - DJB (Domestic)","79","9","88","10.270.000"
"31","2017-03-21","GA 126","CGK3","CGK3 - DJB (Domestic)","77","6","83","10.010.000"
"32","2017-03-21","GA 656","CGK3","CGK3 - DJJ (Domestic)","132","6","138","17.160.000"
