"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-17,"GA 125","PDG-CGK
(Domestic)","117 ",3,120
2017-03-17,"GA 149","PDG-CGK
(Domestic)","88 ",1,89
2017-03-17,"GA 161","PDG-CGK
(Domestic)","135 ",0,135
2017-03-17,"GA 163","PDG-CGK
(Domestic)","126 ",1,127
2017-03-17,"GA 165","PDG-CGK
(Domestic)","121 ",3,124
2017-03-17,"GA 167","PDG-CGK
(Domestic)","127 ",0,127
2017-03-17,"GA 169","PDG-CGK
(Domestic)","105 ",3,108
