"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-04,"GA 7132","PLM-BKS
(Domestic)","41 ",0,41
2017-03-04,"GA 119","PLM-CGK
(Domestic)","57 ",0,57
2017-03-04,"GA 117","PLM-CGK
(Domestic)","50 ",1,51
2017-03-04,"GA 115","PLM-CGK
(Domestic)","62 ",2,64
2017-03-04,"GA 113","PLM-CGK
(Domestic)","98 ",1,99
2017-03-04,"GA 111","PLM-CGK
(Domestic)","97 ",3,100
2017-03-04,"GA 109","PLM-CGK
(Domestic)","135 ",1,136
2017-03-04,"GA 101","PLM-CGK
(Domestic)","89 ",0,89
2017-03-04,"GA 103","PLM-CGK
(Domestic)","106 ",0,106
2017-03-04,"GA 105","PLM-CGK
(Domestic)","100 ",0,100
2017-03-04,"GA 107","PLM-CGK
(Domestic)","129 ",1,130
2017-03-04,"GA 7114","PLM-DJB
(Domestic)","68 ",0,68
2017-03-04,"GA 266","PLM-DPS
(Domestic)","14 ",3,17
2017-03-04,"GA 267","PLM-KNO
(Domestic)","38 ",22,60
2017-03-04,"GA 7126","PLM-PGK
(Domestic)","39 ",2,41
2017-03-04,"GA 7128","PLM-TKG
(Domestic)","35 ",1,36
