"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-16","GA 648","CGK3","CGK3 - ? (Domestic)","84","11","95","10.920.000"
"2","2017-03-16","GA 646","CGK3","CGK3 - AMQ (Domestic)","121","2","123","15.730.000"
"3","2017-03-16","GA 538","CGK3","CGK3 - BDJ (Domestic)","57","9","66","7.410.000"
"4","2017-03-16","GA 534","CGK3","CGK3 - BDJ (Domestic)","95","11","106","12.350.000"
"5","2017-03-16","GA 528","CGK3","CGK3 - BDJ (Domestic)","71","17","88","9.230.000"
"6","2017-03-16","GA 530","CGK3","CGK3 - BDJ (Domestic)","110","0","110","14.300.000"
"7","2017-03-16","GA 532","CGK3","CGK3 - BDJ (Domestic)","103","7","110","13.390.000"
"8","2017-03-16","GA 536","CGK3","CGK3 - BDJ (Domestic)","53","9","62","6.890.000"
"9","2017-03-16","GA 298","CGK3","CGK3 - BKS (Domestic)","96","39","135","12.480.000"
"10","2017-03-16","GA 296","CGK3","CGK3 - BKS (Domestic)","109","0","109","14.170.000"
"11","2017-03-16","GA 568","CGK3","CGK3 - BPN (Domestic)","68","30","98","8.840.000"
"12","2017-03-16","GA 560","CGK3","CGK3 - BPN (Domestic)","83","2","85","10.790.000"
"13","2017-03-16","GA 562","CGK3","CGK3 - BPN (Domestic)","118","0","118","15.340.000"
"14","2017-03-16","GA 564","CGK3","CGK3 - BPN (Domestic)","122","22","144","15.860.000"
"15","2017-03-16","GA 566","CGK3","CGK3 - BPN (Domestic)","45","12","57","5.850.000"
"16","2017-03-16","GA 570","CGK3","CGK3 - BPN (Domestic)","66","13","79","8.580.000"
"17","2017-03-16","GA 572","CGK3","CGK3 - BPN (Domestic)","106","8","114","13.780.000"
"18","2017-03-16","GA 576","CGK3","CGK3 - BPN (Domestic)","92","7","99","11.960.000"
"19","2017-03-16","GA 156","CGK3","CGK3 - BTH (Domestic)","71","27","98","9.230.000"
"20","2017-03-16","GA 158","CGK3","CGK3 - BTH (Domestic)","93","16","109","12.090.000"
"21","2017-03-16","GA 152","CGK3","CGK3 - BTH (Domestic)","147","10","157","19.110.000"
"22","2017-03-16","GA 150","CGK3","CGK3 - BTH (Domestic)","152","3","155","19.760.000"
"23","2017-03-16","GA 154","CGK3","CGK3 - BTH (Domestic)","82","39","121","10.660.000"
"24","2017-03-16","GA 146","CGK3","CGK3 - BTJ (Domestic)","85","58","143","11.050.000"
"25","2017-03-16","GA 140","CGK3","CGK3 - BTJ (Domestic)","105","6","111","13.650.000"
"26","2017-03-16","GA 142","CGK3","CGK3 - BTJ (Domestic)","99","23","122","12.870.000"
"27","2017-03-16","GA 126","CGK3","CGK3 - DJB (Domestic)","58","10","68","7.540.000"
"28","2017-03-16","GA 134","CGK3","CGK3 - DJB (Domestic)","72","37","109","9.360.000"
"29","2017-03-16","GA 128","CGK3","CGK3 - DJB (Domestic)","75","11","86","9.750.000"
"30","2017-03-16","GA 132","CGK3","CGK3 - DJB (Domestic)","84","10","94","10.920.000"
"31","2017-03-16","GA 130","CGK3","CGK3 - DJB (Domestic)","99","4","103","12.870.000"
"32","2017-03-16","GA 656","CGK3","CGK3 - DJJ (Domestic)","78","11","89","10.140.000"
"33","2017-03-16","GA 422","CGK3","CGK3 - DPS (Domestic)","176","11","187","22.880.000"
"34","2017-03-16","GA 652","CGK3","CGK3 - DPS (Domestic)","73","12","85","9.490.000"
"35","2017-03-16","GA 414","CGK3","CGK3 - DPS (Domestic)","73","2","75","9.490.000"
"36","2017-03-16","GA 418","CGK3","CGK3 - DPS (Domestic)","187","3","190","1.380.000"
"37","2017-03-16","GA 426","CGK3","CGK3 - DPS (Domestic)","153","12","165","19.890.000"
"38","2017-03-16","GA 424","CGK3","CGK3 - DPS (Domestic)","102","9","111","13.260.000"
"39","2017-03-16","GA 420","CGK3","CGK3 - DPS (Domestic)","82","4","86","10.660.000"
"40","2017-03-16","GA 410","CGK3","CGK3 - DPS (Domestic)","177","14","191","22.880.000"
"41","2017-03-16","GA 408","CGK3","CGK3 - DPS (Domestic)","117","43","160","15.210.000"
"42","2017-03-16","GA 404","CGK3","CGK3 - DPS (Domestic)","157","3","160","20.410.000"
"43","2017-03-16","GA 402","CGK3","CGK3 - DPS (Domestic)","213","0","213","27.690.000"
"44","2017-03-16","GA 400","CGK3","CGK3 - DPS (Domestic)","152","1","153","19.760.000"
"45","2017-03-16","GA 438","CGK3","CGK3 - DPS (Domestic)","156","0","156","20.280.000"
"46","2017-03-16","GA 262","CGK3","CGK3 - FLZ (Domestic)","52","5","57","6.760.000"
"47","2017-03-16","GA 208","CGK3","CGK3 - JOG (Domestic)","126","16","142","16.380.000"
"48","2017-03-16","GA 218","CGK3","CGK3 - JOG (Domestic)","112","36","148","14.560.000"
"49","2017-03-16","GA 216","CGK3","CGK3 - JOG (Domestic)","151","7","158","19.630.000"
"50","2017-03-16","GA 214","CGK3","CGK3 - JOG (Domestic)","143","14","157","18.590.000"
"51","2017-03-16","GA 212","CGK3","CGK3 - JOG (Domestic)","106","25","131","13.780.000"
"52","2017-03-16","GA 210","CGK3","CGK3 - JOG (Domestic)","119","9","128","15.470.000"
"53","2017-03-16","GA 206","CGK3","CGK3 - JOG (Domestic)","154","6","160","20.020.000"
"54","2017-03-16","GA 204","CGK3","CGK3 - JOG (Domestic)","153","5","158","19.890.000"
"55","2017-03-16","GA 202","CGK3","CGK3 - JOG (Domestic)","150","1","151","19.500.000"
"56","2017-03-16","GA 190","CGK3","CGK3 - KNO (Domestic)","120","37","157","15.600.000"
"57","2017-03-16","GA 186","CGK3","CGK3 - KNO (Domestic)","100","15","115","13.000.000"
"58","2017-03-16","GA 118","CGK3","CGK3 - KNO (Domestic)","127","12","139","16.510.000"
"59","2017-03-16","GA 192","CGK3","CGK3 - KNO (Domestic)","89","61","150","11.570.000"
"60","2017-03-16","GA 122","CGK3","CGK3 - KNO (Domestic)","98","32","130","12.740.000"
"61","2017-03-16","GA 180","CGK3","CGK3 - KNO (Domestic)","122","0","122","15.860.000"
"62","2017-03-16","GA 188","CGK3","CGK3 - KNO (Domestic)","124","15","139","16.120.000"
"63","2017-03-16","GA 182","CGK3","CGK3 - KNO (Domestic)","138","6","144","17.940.000"
"64","2017-03-16","GA 184","CGK3","CGK3 - KNO (Domestic)","113","18","131","14.690.000"
"65","2017-03-16","GA 194","CGK3","CGK3 - KNO (Domestic)","130","4","134","16.900.000"
"66","2017-03-16","GA 196","CGK3","CGK3 - KNO (Domestic)","117","18","135","15.210.000"
"67","2017-03-16","GA 456","CGK3","CGK3 - KOE (Domestic)","53","0","53","6.890.000"
"68","2017-03-16","GA 452","CGK3","CGK3 - LBJ (Domestic)","88","4","92","11.440.000"
"69","2017-03-16","GA 430","CGK3","CGK3 - LOP (Domestic)","111","12","123","14.430.000"
"70","2017-03-16","GA 434","CGK3","CGK3 - LOP (Domestic)","96","1","97","10.660.000"
"71","2017-03-16","GA 440","CGK3","CGK3 - LOP (Domestic)","63","1","64","8.190.000"
