"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-02-08,"GA 270",KNO-BTH,"72 ",4,76
2017-02-08,"GA 270",KNO-BTH,"72 ",4,76
2017-02-08,"GA 121",KNO-CGK,"122 ",8,130
2017-02-08,"GA 121",KNO-CGK,"122 ",8,130
2017-02-08,"GA 197",KNO-CGK,"121 ",0,121
2017-02-08,"GA 197",KNO-CGK,"121 ",0,121
2017-02-08,"GA 195",KNO-CGK,"111 ",3,114
2017-02-08,"GA 195",KNO-CGK,"111 ",3,114
2017-02-08,"GA 193",KNO-CGK,"120 ",0,120
2017-02-08,"GA 193",KNO-CGK,"120 ",0,120
2017-02-08,"GA 191",KNO-CGK,"136 ",0,136
2017-02-08,"GA 191",KNO-CGK,"136 ",0,136
2017-02-08,"GA 189",KNO-CGK,"97 ",18,115
2017-02-08,"GA 189",KNO-CGK,"97 ",18,115
2017-02-08,"GA 187",KNO-CGK,"124 ",9,133
2017-02-08,"GA 187",KNO-CGK,"124 ",9,133
2017-02-08,"GA 123",KNO-CGK,"123 ",0,123
2017-02-08,"GA 123",KNO-CGK,"123 ",0,123
2017-02-08,"GA 181",KNO-CGK,"97 ",0,97
2017-02-08,"GA 181",KNO-CGK,"97 ",0,97
2017-02-08,"GA 183",KNO-CGK,"128 ",1,129
2017-02-08,"GA 183",KNO-CGK,"128 ",1,129
2017-02-08,"GA 185",KNO-CGK,"127 ",6,133
2017-02-08,"GA 185",KNO-CGK,"127 ",6,133
2017-02-08,"GA 7136",KNO-DTB,"38 ",14,52
2017-02-08,"GA 7136",KNO-DTB,"38 ",14,52
2017-02-08,"GA 7116",KNO-GNS,"21 ",2,23
2017-02-08,"GA 7116",KNO-GNS,"21 ",2,23
2017-02-08,"GA 7118",KNO-GNS,"46 ",5,51
2017-02-08,"GA 7118",KNO-GNS,"46 ",5,51
2017-02-08,"GA 7122",KNO-GNS,"25 ",3,28
2017-02-08,"GA 7122",KNO-GNS,"25 ",3,28
2017-02-08,"GA 7124",KNO-LSW,"25 ",43,68
2017-02-08,"GA 7124",KNO-LSW,"25 ",43,68
2017-02-08,"GA 266",KNO-PLM,"86 ",1,87
2017-02-08,"GA 266",KNO-PLM,"86 ",1,87
