"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-18,"GA 270","KNO-BTH
(Domestic)","76 ",0,76
2017-04-18,"GA 121","KNO-CGK
(Domestic)","128 ",11,139
2017-04-18,"GA 197","KNO-CGK
(Domestic)","139 ",1,140
2017-04-18,"GA 195","KNO-CGK
(Domestic)","109 ",0,109
2017-04-18,"GA 193","KNO-CGK
(Domestic)","145 ",0,145
2017-04-18,"GA 191","KNO-CGK
(Domestic)","114 ",2,116
2017-04-18,"GA 189","KNO-CGK
(Domestic)","116 ",2,118
2017-04-18,"GA 187","KNO-CGK
(Domestic)","64 ",0,64
2017-04-18,"GA 185","KNO-CGK
(Domestic)","87 ",17,104
2017-04-18,"GA 181","KNO-CGK
(Domestic)","126 ",0,126
2017-04-18,"GA 123","KNO-CGK
(Domestic)","128 ",0,128
2017-04-18,"GA 7136","KNO-DTB
(Domestic)","23 ",4,27
2017-04-18,"GA 7134","KNO-FLZ
(Domestic)","35 ",23,58
2017-04-18,"GA 7116","KNO-GNS
(Domestic)","62 ",1,63
2017-04-18,"GA 266","KNO-PLM
(Domestic)","66 ",0,66
2017-04-18,"GA 850","KNO-SIN
(International)","91 ",2,93
2017-04-18,"MH 861","KNO-KUL
(International)","124 ",0,124
2017-04-18,"MH 865","KNO-KUL
(International)","91 ",1,92
2017-04-18,"MI 233","KNO-SIN
(International)","137 ",2,139
2017-04-18,"MI 237","KNO-SIN
(International)","132 ",0,132
