"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-13","GA 648","CGK3","CGK3 - ? (Domestic)","122","14","136","15.860.000"
"2","2017-03-13","GA 646","CGK3","CGK3 - AMQ (Domestic)","90","2","92","11.700.000"
"3","2017-03-13","GA 536","CGK3","CGK3 - BDJ (Domestic)","89","19","108","11.570.000"
"4","2017-03-13","GA 530","CGK3","CGK3 - BDJ (Domestic)","118","0","118","15.340.000"
"5","2017-03-13","GA 528","CGK3","CGK3 - BDJ (Domestic)","81","43","124","10.530.000"
"6","2017-03-13","GA 538","CGK3","CGK3 - BDJ (Domestic)","63","3","66","8.190.000"
"7","2017-03-13","GA 532","CGK3","CGK3 - BDJ (Domestic)","105","25","130","13.650.000"
"8","2017-03-13","GA 296","CGK3","CGK3 - BKS (Domestic)","88","0","88","11.440.000"
"9","2017-03-13","GA 298","CGK3","CGK3 - BKS (Domestic)","46","22","68","5.980.000"
"10","2017-03-13","GA 568","CGK3","CGK3 - BPN (Domestic)","108","14","122","14.040.000"
"11","2017-03-13","GA 560","CGK3","CGK3 - BPN (Domestic)","118","0","118","15.340.000"
"12","2017-03-13","GA 572","CGK3","CGK3 - BPN (Domestic)","135","8","143","17.550.000"
"13","2017-03-13","GA 576","CGK3","CGK3 - BPN (Domestic)","102","9","111","13.260.000"
"14","2017-03-13","GA 562","CGK3","CGK3 - BPN (Domestic)","187","0","187","24.310.000"
"15","2017-03-13","GA 570","CGK3","CGK3 - BPN (Domestic)","75","23","98","9.750.000"
"16","2017-03-13","GA 564","CGK3","CGK3 - BPN (Domestic)","132","9","141","17.160.000"
"17","2017-03-13","GA 566","CGK3","CGK3 - BPN (Domestic)","88","4","92","11.440.000"
"18","2017-03-13","GA 152","CGK3","CGK3 - BTH (Domestic)","105","8","113","13.650.000"
"19","2017-03-13","GA 150","CGK3","CGK3 - BTH (Domestic)","124","3","127","16.120.000"
"20","2017-03-13","GA 154","CGK3","CGK3 - BTH (Domestic)","61","5","66","7.930.000"
"21","2017-03-13","GA 156","CGK3","CGK3 - BTH (Domestic)","58","3","61","7.540.000"
"22","2017-03-13","GA 158","CGK3","CGK3 - BTH (Domestic)","71","10","81","9.230.000"
"23","2017-03-13","GA 146","CGK3","CGK3 - BTJ (Domestic)","90","11","101","11.700.000"
"24","2017-03-13","GA 140","CGK3","CGK3 - BTJ (Domestic)","102","1","103","13.260.000"
"25","2017-03-13","GA 142","CGK3","CGK3 - BTJ (Domestic)","79","33","112","10.270.000"
"26","2017-03-13","GA 132","CGK3","CGK3 - DJB (Domestic)","77","10","87","10.010.000"
"27","2017-03-13","GA 128","CGK3","CGK3 - DJB (Domestic)","66","12","78","8.580.000"
"28","2017-03-13","GA 126","CGK3","CGK3 - DJB (Domestic)","93","4","97","12.090.000"
"29","2017-03-13","GA 130","CGK3","CGK3 - DJB (Domestic)","108","0","108","14.040.000"
"30","2017-03-13","GA 134","CGK3","CGK3 - DJB (Domestic)","71","13","84","9.230.000"
"31","2017-03-13","GA 656","CGK3","CGK3 - DJJ (Domestic)","84","9","93","10.920.000"
"32","2017-03-13","GA 420","CGK3","CGK3 - DPS (Domestic)","65","18","83","7.670.000"
"33","2017-03-13","GA 652","CGK3","CGK3 - DPS (Domestic)","63","2","65","8.190.000"
"34","2017-03-13","GA 408","CGK3","CGK3 - DPS (Domestic)","102","26","128","13.260.000"
"35","2017-03-13","GA 418","CGK3","CGK3 - DPS (Domestic)","184","5","189","23.920.000"
"36","2017-03-13","GA 426","CGK3","CGK3 - DPS (Domestic)","143","7","150","18.590.000"
"37","2017-03-13","GA 424","CGK3","CGK3 - DPS (Domestic)","102","9","111","13.260.000"
"38","2017-03-13","GA 422","CGK3","CGK3 - DPS (Domestic)","123","30","153","15.990.000"
"39","2017-03-13","GA 414","CGK3","CGK3 - DPS (Domestic)","75","18","93","240.000"
"40","2017-03-13","GA 410","CGK3","CGK3 - DPS (Domestic)","113","21","134","14.690.000"
"41","2017-03-13","GA 404","CGK3","CGK3 - DPS (Domestic)","116","10","126","15.080.000"
"42","2017-03-13","GA 402","CGK3","CGK3 - DPS (Domestic)","181","6","187","23.530.000"
"43","2017-03-13","GA 400","CGK3","CGK3 - DPS (Domestic)","111","0","111","14.430.000"
"44","2017-03-13","GA 438","CGK3","CGK3 - DPS (Domestic)","113","1","114","14.690.000"
