"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-29,"GA 648","CGK3-?
(Domestic)","112 ",9,121
2017-04-29,"GA 646","CGK3-AMQ
(Domestic)","141 ",3,144
2017-04-29,"GA 538","CGK3-BDJ
(Domestic)","59 ",17,76
2017-04-29,"GA 530","CGK3-BDJ
(Domestic)","155 ",1,156
2017-04-29,"GA 532","CGK3-BDJ
(Domestic)","150 ",10,160
2017-04-29,"GA 536","CGK3-BDJ
(Domestic)","108 ",14,122
2017-04-29,"GA 528","CGK3-BDJ
(Domestic)","143 ",9,152
2017-04-29,"GA 298","CGK3-BKS
(Domestic)","111 ",19,130
2017-04-29,"GA 296","CGK3-BKS
(Domestic)","127 ",3,130
2017-04-29,"GA 576","CGK3-BPN
(Domestic)","78 ",17,95
2017-04-29,"GA 572","CGK3-BPN
(Domestic)","85 ",11,96
2017-04-29,"GA 560","CGK3-BPN
(Domestic)","128 ",0,128
2017-04-29,"GA 562","CGK3-BPN
(Domestic)","77 ",0,77
2017-04-29,"GA 564","CGK3-BPN
(Domestic)","103 ",30,133
2017-04-29,"GA 568","CGK3-BPN
(Domestic)","115 ",17,132
2017-04-29,"GA 570","CGK3-BPN
(Domestic)","146 ",11,157
2017-04-29,"GA 150","CGK3-BTH
(Domestic)","154 ",0,154
2017-04-29,"GA 154","CGK3-BTH
(Domestic)","131 ",7,138
2017-04-29,"GA 158","CGK3-BTH
(Domestic)","114 ",17,131
2017-04-29,"GA 156","CGK3-BTH
(Domestic)","125 ",9,134
2017-04-29,"GA 152","CGK3-BTH
(Domestic)","143 ",19,162
2017-04-29,"GA 140","CGK3-BTJ
(Domestic)","120 ",1,121
2017-04-29,"GA 142","CGK3-BTJ
(Domestic)","115 ",31,146
2017-04-29,"GA 146","CGK3-BTJ
(Domestic)","100 ",32,132
2017-04-29,"GA 126","CGK3-DJB
(Domestic)","91 ",14,105
2017-04-29,"GA 130","CGK3-DJB
(Domestic)","78 ",5,83
2017-04-29,"GA 134","CGK3-DJB
(Domestic)","94 ",23,117
2017-04-29,"GA 132","CGK3-DJB
(Domestic)","99 ",11,110
2017-04-29,"GA 128","CGK3-DJB
(Domestic)","67 ",36,103
2017-04-29,"GA 656","CGK3-DJJ
(Domestic)","125 ",15,140
2017-04-29,"GA 400","CGK3-DPS
(Domestic)","152 ",9,161
2017-04-29,"GA 424","CGK3-DPS
(Domestic)","102 ",7,109
2017-04-29,"GA 426","CGK3-DPS
(Domestic)","219 ",11,230
2017-04-29,"GA 652","CGK3-DPS
(Domestic)","139 ",8,147
2017-04-29,"GA 422","CGK3-DPS
(Domestic)","208 ",7,215
2017-04-29,"GA 438","CGK3-DPS
(Domestic)","161 ",1,162
2017-04-29,"GA 420","CGK3-DPS
(Domestic)","147 ",14,161
2017-04-29,"GA 418","CGK3-DPS
(Domestic)","244 ",4,248
2017-04-29,"GA 414","CGK3-DPS
(Domestic)","159 ",3,162
2017-04-29,"GA 402","CGK3-DPS
(Domestic)","286 ",1,287
2017-04-29,"GA 404","CGK3-DPS
(Domestic)","159 ",6,165
2017-04-29,"GA 408","CGK3-DPS
(Domestic)","151 ",14,165
2017-04-29,"GA 410","CGK3-DPS
(Domestic)","271 ",10,281
2017-04-29,"GA 412","CGK3-DPS
(Domestic)","198 ",5,203
2017-04-29,"GA 262","CGK3-FLZ
(Domestic)","83 ",7,90
2017-04-29,"GA 214","CGK3-JOG
(Domestic)","149 ",4,153
2017-04-29,"GA 212","CGK3-JOG
(Domestic)","140 ",21,161
2017-04-29,"GA 210","CGK3-JOG
(Domestic)","152 ",10,162
2017-04-29,"GA 208","CGK3-JOG
(Domestic)","149 ",16,165
2017-04-29,"GA 206","CGK3-JOG
(Domestic)","158 ",4,162
2017-04-29,"GA 204","CGK3-JOG
(Domestic)","160 ",0,160
2017-04-29,"GA 202","CGK3-JOG
(Domestic)","150 ",2,152
2017-04-29,"GA 218","CGK3-JOG
(Domestic)","137 ",18,155
2017-04-29,"GA 216","CGK3-JOG
(Domestic)","127 ",35,162
2017-04-29,"GA 192","CGK3-KNO
(Domestic)","79 ",56,135
2017-04-29,"GA 188","CGK3-KNO
(Domestic)","88 ",18,106
2017-04-29,"GA 184","CGK3-KNO
(Domestic)","113 ",15,128
2017-04-29,"GA 122","CGK3-KNO
(Domestic)","80 ",32,112
2017-04-29,"GA 118","CGK3-KNO
(Domestic)","89 ",27,116
2017-04-29,"GA 180","CGK3-KNO
(Domestic)","127 ",5,132
2017-04-29,"GA 182","CGK3-KNO
(Domestic)","120 ",13,133
2017-04-29,"GA 186","CGK3-KNO
(Domestic)","123 ",29,152
2017-04-29,"GA 194","CGK3-KNO
(Domestic)","116 ",0,116
2017-04-29,"GA 190","CGK3-KNO
(Domestic)","78 ",26,104
2017-04-29,"GA 456","CGK3-KOE
(Domestic)","88 ",0,88
2017-04-29,"GA 452","CGK3-LBJ
(Domestic)","96 ",0,96
2017-04-29,"GA 434","CGK3-LOP
(Domestic)","154 ",3,157
2017-04-29,"GA 432","CGK3-LOP
(Domestic)","146 ",4,150
2017-04-29,"GA 430","CGK3-LOP
(Domestic)","144 ",9,153
2017-04-29,"GA 440","CGK3-LOP
(Domestic)","11 ",0,11
2017-04-29,"GA 4304","CGK3-LOP
(Domestic)","217 ",0,217
2017-04-29,"GA 602","CGK3-MDC
(Domestic)","138 ",0,138
