"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-08,"GA 7132","PLM-BKS
(Domestic)","67 ",2,69
2017-03-08,"GA 119","PLM-CGK
(Domestic)","130 ",2,132
2017-03-08,"GA 117","PLM-CGK
(Domestic)","122 ",0,122
2017-03-08,"GA 115","PLM-CGK
(Domestic)","159 ",1,160
2017-03-08,"GA 113","PLM-CGK
(Domestic)","159 ",2,161
2017-03-08,"GA 111","PLM-CGK
(Domestic)","151 ",1,152
2017-03-08,"GA 109","PLM-CGK
(Domestic)","131 ",0,131
2017-03-08,"GA 101","PLM-CGK
(Domestic)","69 ",1,70
2017-03-08,"GA 103","PLM-CGK
(Domestic)","81 ",0,81
2017-03-08,"GA 105","PLM-CGK
(Domestic)","86 ",0,86
2017-03-08,"GA 107","PLM-CGK
(Domestic)","157 ",1,158
2017-03-08,"GA 7114","PLM-DJB
(Domestic)","66 ",1,67
2017-03-08,"GA 266","PLM-DPS
(Domestic)","12 ",70,82
2017-03-08,"GA 267","PLM-KNO
(Domestic)","47 ",11,58
2017-03-08,"GA 7126","PLM-PGK
(Domestic)","45 ",2,47
2017-03-08,"GA 7128","PLM-TKG
(Domestic)","50 ",0,50
