"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-06,"GA 501","PNK-CGK","104 ",1,105
2017-04-06,"GA 515","PNK-CGK","111 ",11,122
2017-04-06,"GA 513","PNK-CGK","102 ",22,124
2017-04-06,"GA 511","PNK-CGK","98 ",8,106
2017-04-06,"GA 507","PNK-CGK","111 ",34,145
2017-04-06,"GA 505","PNK-CGK","109 ",8,117
2017-04-06,"GA 503","PNK-CGK","113 ",1,114
2017-04-06,"GA 7528","PNK-KTG","21 ",0,21
2017-04-06,"GA 7532","PNK-KTG","23 ",26,49
2017-04-06,"GA 7536","PNK-KTG","30 ",9,39
2017-04-06,"GA 7523","PNK-PKY","26 ",3,29
2017-04-06,"GA 7524","PNK-PSU","44 ",14,58
