"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-06","GA 270","KNO","KNO - BTH (Domestic)","70","0","70","5.250.000"
"2","2017-03-06","GA 121","KNO","KNO - CGK (Domestic)","73","9","82","5.475.000"
"3","2017-03-06","GA 197","KNO","KNO - CGK (Domestic)","84","0","84","6.300.000"
"4","2017-03-06","GA 195","KNO","KNO - CGK (Domestic)","97","1","98","7.275.000"
"5","2017-03-06","GA 193","KNO","KNO - CGK (Domestic)","80","0","80","6.000.000"
"6","2017-03-06","GA 191","KNO","KNO - CGK (Domestic)","89","5","94","6.675.000"
"7","2017-03-06","GA 189","KNO","KNO - CGK (Domestic)","101","20","121","7.575.000"
"8","2017-03-06","GA 187","KNO","KNO - CGK (Domestic)","113","4","117","8.475.000"
"9","2017-03-06","GA 185","KNO","KNO - CGK (Domestic)","100","18","118","7.500.000"
"10","2017-03-06","GA 183","KNO","KNO - CGK (Domestic)","100","9","109","7.500.000"
"11","2017-03-06","GA 181","KNO","KNO - CGK (Domestic)","128","0","128","9.600.000"
"12","2017-03-06","GA 123","KNO","KNO - CGK (Domestic)","138","1","139","10.350.000"
"13","2017-03-06","GA 7136","KNO","KNO - DTB (Domestic)","35","16","51","2.625.000"
"14","2017-03-06","GA 7134","KNO","KNO - FLZ (Domestic)","52","4","56","3.900.000"
"15","2017-03-06","GA 7118","KNO","KNO - GNS (Domestic)","46","9","55","3.450.000"
"16","2017-03-06","GA 7118D","KNO","KNO - GNS (Domestic)","36","0","36","2.700.000"
"17","2017-03-06","GA 7116","KNO","KNO - GNS (Domestic)","65","1","66","4.875.000"
"18","2017-03-06","GA 7124","KNO","KNO - LSW (Domestic)","21","49","70","1.575.000"
"19","2017-03-06","GA 266","KNO","KNO - PLM (Domestic)","70","0","70","5.250.000"
"Total"," "," "," "," ","1.498","146","1.644","112.350.000"
