"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-01,"GA 501","PNK-CGK","112 ",1,113
2017-04-01,"GA 515","PNK-CGK","101 ",6,107
2017-04-01,"GA 513","PNK-CGK","86 ",46,132
2017-04-01,"GA 511","PNK-CGK","69 ",4,73
2017-04-01,"GA 507","PNK-CGK","103 ",14,117
2017-04-01,"GA 503","PNK-CGK","128 ",3,131
2017-04-01,"GA 7532","PNK-KTG","38 ",11,49
2017-04-01,"GA 7536","PNK-KTG","20 ",3,23
2017-04-01,"GA 7523","PNK-PKY","44 ",7,51
2017-04-01,"GA 7524","PNK-PSU","31 ",3,34
2017-04-01,"GA 7534","PNK-SQG","23 ",13,36
