"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-20,"GA 648","CGK3-?
(Domestic)","92 ",3,95
2017-04-20,"GA 646","CGK3-AMQ
(Domestic)","102 ",0,102
2017-04-20,"GA 528","CGK3-BDJ
(Domestic)","90 ",12,102
2017-04-20,"GA 530","CGK3-BDJ
(Domestic)","146 ",2,148
2017-04-20,"GA 538","CGK3-BDJ
(Domestic)","68 ",10,78
2017-04-20,"GA 536","CGK3-BDJ
(Domestic)","82 ",12,94
2017-04-20,"GA 534","CGK3-BDJ
(Domestic)","63 ",15,78
2017-04-20,"GA 532","CGK3-BDJ
(Domestic)","105 ",8,113
2017-04-20,"GA 298","CGK3-BKS
(Domestic)","59 ",30,89
2017-04-20,"GA 296","CGK3-BKS
(Domestic)","119 ",1,120
2017-04-20,"GA 8022","CGK3-BPN
(Domestic)","135 ",4,139
2017-04-20,"GA 570","CGK3-BPN
(Domestic)","69 ",47,116
2017-04-20,"GA 560","CGK3-BPN
(Domestic)","117 ",0,117
2017-04-20,"GA 562","CGK3-BPN
(Domestic)","128 ",0,128
2017-04-20,"GA 564","CGK3-BPN
(Domestic)","59 ",80,139
2017-04-20,"GA 576","CGK3-BPN
(Domestic)","136 ",9,145
2017-04-20,"GA 566","CGK3-BPN
(Domestic)","89 ",8,97
2017-04-20,"GA 568","CGK3-BPN
(Domestic)","85 ",28,113
2017-04-20,"GA 572","CGK3-BPN
(Domestic)","90 ",30,120
2017-04-20,"GA 152","CGK3-BTH
(Domestic)","155 ",6,161
2017-04-20,"GA 158","CGK3-BTH
(Domestic)","116 ",38,154
2017-04-20,"GA 154","CGK3-BTH
(Domestic)","104 ",28,132
2017-04-20,"GA 156","CGK3-BTH
(Domestic)","103 ",20,123
2017-04-20,"GA 150","CGK3-BTH
(Domestic)","154 ",2,156
2017-04-20,"GA 142","CGK3-BTJ
(Domestic)","84 ",13,97
2017-04-20,"GA 146","CGK3-BTJ
(Domestic)","82 ",42,124
2017-04-20,"GA 140","CGK3-BTJ
(Domestic)","131 ",3,134
2017-04-20,"GA 134","CGK3-DJB
(Domestic)","121 ",14,135
2017-04-20,"GA 132","CGK3-DJB
(Domestic)","134 ",17,151
2017-04-20,"GA 130","CGK3-DJB
(Domestic)","122 ",0,122
2017-04-20,"GA 128","CGK3-DJB
(Domestic)","104 ",25,129
2017-04-20,"GA 656","CGK3-DJJ
(Domestic)","99 ",6,105
2017-04-20,"GA 404","CGK3-DPS
(Domestic)","157 ",6,163
2017-04-20,"GA 402","CGK3-DPS
(Domestic)","272 ",4,276
2017-04-20,"GA 400","CGK3-DPS
(Domestic)","137 ",0,137
2017-04-20,"GA 652","CGK3-DPS
(Domestic)","151 ",4,155
2017-04-20,"GA 422","CGK3-DPS
(Domestic)","208 ",14,222
2017-04-20,"GA 408","CGK3-DPS
(Domestic)","149 ",12,161
2017-04-20,"GA 410","CGK3-DPS
(Domestic)","271 ",10,281
2017-04-20,"GA 412","CGK3-DPS
(Domestic)","188 ",6,194
2017-04-20,"GA 438","CGK3-DPS
(Domestic)","160 ",1,161
2017-04-20,"GA 426","CGK3-DPS
(Domestic)","243 ",14,257
2017-04-20,"GA 424","CGK3-DPS
(Domestic)","138 ",4,142
2017-04-20,"GA 420","CGK3-DPS
(Domestic)","146 ",5,151
2017-04-20,"GA 418","CGK3-DPS
(Domestic)","203 ",14,217
2017-04-20,"GA 414","CGK3-DPS
(Domestic)","111 ",22,133
2017-04-20,"GA 262","CGK3-FLZ
(Domestic)","78 ",4,82
2017-04-20,"GA 216","CGK3-JOG
(Domestic)","131 ",11,142
2017-04-20,"GA 214","CGK3-JOG
(Domestic)","152 ",2,154
2017-04-20,"GA 212","CGK3-JOG
(Domestic)","130 ",12,142
2017-04-20,"GA 210","CGK3-JOG
(Domestic)","103 ",13,116
2017-04-20,"GA 208","CGK3-JOG
(Domestic)","103 ",12,115
2017-04-20,"GA 206","CGK3-JOG
(Domestic)","121 ",11,132
2017-04-20,"GA 204","CGK3-JOG
(Domestic)","160 ",1,161
2017-04-20,"GA 202","CGK3-JOG
(Domestic)","153 ",4,157
2017-04-20,"GA 218","CGK3-JOG
(Domestic)","105 ",13,118
2017-04-20,"GA 182","CGK3-KNO
(Domestic)","149 ",7,156
2017-04-20,"GA 194","CGK3-KNO
(Domestic)","142 ",1,143
2017-04-20,"GA 184","CGK3-KNO
(Domestic)","77 ",79,156
2017-04-20,"GA 186","CGK3-KNO
(Domestic)","114 ",16,130
2017-04-20,"GA 122","CGK3-KNO
(Domestic)","128 ",25,153
2017-04-20,"GA 118","CGK3-KNO
(Domestic)","108 ",19,127
2017-04-20,"GA 188","CGK3-KNO
(Domestic)","120 ",7,127
2017-04-20,"GA 190","CGK3-KNO
(Domestic)","122 ",26,148
2017-04-20,"GA 192","CGK3-KNO
(Domestic)","87 ",30,117
