"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-23","GA 270","KNO","KNO - BTH (Domestic)","41","3","44","3.075.000"
"2","2017-03-23","GA 121","KNO","KNO - CGK (Domestic)","143","0","143","10.725.000"
"3","2017-03-23","GA 197","KNO","KNO - CGK (Domestic)","129","0","129","9.675.000"
"4","2017-03-23","GA 195","KNO","KNO - CGK (Domestic)","69","0","69","5.175.000"
"5","2017-03-23","GA 193","KNO","KNO - CGK (Domestic)","98","0","98","7.350.000"
"6","2017-03-23","GA 191","KNO","KNO - CGK (Domestic)","157","6","163","11.775.000"
"7","2017-03-23","GA 189","KNO","KNO - CGK (Domestic)","128","1","129","9.600.000"
"8","2017-03-23","GA 187","KNO","KNO - CGK (Domestic)","130","2","132","9.750.000"
"9","2017-03-23","GA 185","KNO","KNO - CGK (Domestic)","69","7","76","5.175.000"
"10","2017-03-23","GA 183","KNO","KNO - CGK (Domestic)","118","0","118","8.850.000"
"11","2017-03-23","GA 181","KNO","KNO - CGK (Domestic)","112","0","112","8.400.000"
"12","2017-03-23","GA 123","KNO","KNO - CGK (Domestic)","90","1","91","6.750.000"
"13","2017-03-23","GA 7136","KNO","KNO - DTB (Domestic)","37","16","53","2.775.000"
"14","2017-03-23","GA 7134","KNO","KNO - FLZ (Domestic)","37","30","67","2.775.000"
"15","2017-03-23","GA 7116","KNO","KNO - GNS (Domestic)","44","4","48","3.300.000"
"16","2017-03-23","GA 266","KNO","KNO - PLM (Domestic)","77","0","77","5.775.000"
"Total"," "," "," "," ","1.479","70","1.549","110.925.000"
