"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-16","GA 270","KNO","KNO - BTH (Domestic)","75","0","75","5.625.000"
"2","2017-02-16","GA 121","KNO","KNO - CGK (Domestic)","104","26","130","7.800.000"
"3","2017-02-16","GA 197","KNO","KNO - CGK (Domestic)","94","6","100","7.050.000"
"4","2017-02-16","GA 195","KNO","KNO - CGK (Domestic)","61","0","61","4.575.000"
"5","2017-02-16","GA 193","KNO","KNO - CGK (Domestic)","83","4","87","6.225.000"
"6","2017-02-16","GA 191","KNO","KNO - CGK (Domestic)","95","4","99","7.125.000"
"7","2017-02-16","GA 189","KNO","KNO - CGK (Domestic)","82","13","95","6.150.000"
"8","2017-02-16","GA 187","KNO","KNO - CGK (Domestic)","92","9","101","6.900.000"
"9","2017-02-16","GA 185","KNO","KNO - CGK (Domestic)","88","4","92","6.600.000"
"10","2017-02-16","GA 183","KNO","KNO - CGK (Domestic)","114","0","114","8.550.000"
"11","2017-02-16","GA 181","KNO","KNO - CGK (Domestic)","112","1","113","8.400.000"
"12","2017-02-16","GA 123","KNO","KNO - CGK (Domestic)","113","0","113","8.475.000"
"13","2017-02-16","GA 7136","KNO","KNO - DTB (Domestic)","29","8","37","2.175.000"
"14","2017-02-16","GA 7134","KNO","KNO - FLZ (Domestic)","54","6","60","4.050.000"
"15","2017-02-16","GA 7118","KNO","KNO - GNS (Domestic)","35","5","40","2.625.000"
"16","2017-02-16","GA 7116","KNO","KNO - GNS (Domestic)","54","3","57","4.050.000"
"17","2017-02-16","GA 988","KNO","KNO - JED (International)","2","146","148","400.000"
"18","2017-02-16","GA 7124","KNO","KNO - LSW (Domestic)","17","28","45","1.275.000"
"19","2017-02-16","GA 266","KNO","KNO - PLM (Domestic)","66","0","66","4.950.000"
"20","2017-02-16","GA 850","KNO","KNO - SIN (International)","87","1","88","17.400.000"
"Total"," "," "," "," ","1.457","264","1.721","120.400.000"
