"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-30","GA 270","KNO","KNO - BTH (Domestic)","89","0","89","6.675.000"
"2","2017-03-30","GA 121","KNO","KNO - CGK (Domestic)","155","2","157","11.625.000"
"3","2017-03-30","GA 197","KNO","KNO - CGK (Domestic)","129","1","130","9.675.000"
"4","2017-03-30","GA 195","KNO","KNO - CGK (Domestic)","144","2","146","10.800.000"
"5","2017-03-30","GA 193","KNO","KNO - CGK (Domestic)","148","9","157","11.100.000"
"6","2017-03-30","GA 191","KNO","KNO - CGK (Domestic)","152","3","155","11.400.000"
"7","2017-03-30","GA 189","KNO","KNO - CGK (Domestic)","148","11","159","11.100.000"
"8","2017-03-30","GA 187","KNO","KNO - CGK (Domestic)","140","1","141","10.500.000"
"9","2017-03-30","GA 185","KNO","KNO - CGK (Domestic)","141","3","144","10.575.000"
"10","2017-03-30","GA 183","KNO","KNO - CGK (Domestic)","139","3","142","10.425.000"
"11","2017-03-30","GA 181","KNO","KNO - CGK (Domestic)","150","1","151","11.250.000"
"12","2017-03-30","GA 123","KNO","KNO - CGK (Domestic)","135","1","136","10.125.000"
"13","2017-03-30","GA 7136","KNO","KNO - DTB (Domestic)","37","23","60","2.775.000"
"14","2017-03-30","GA 7134","KNO","KNO - FLZ (Domestic)","58","3","61","4.350.000"
"15","2017-03-30","GA 7116","KNO","KNO - GNS (Domestic)","58","6","64","4.350.000"
"16","2017-03-30","GA 266","KNO","KNO - PLM (Domestic)","81","0","81","6.075.000"
"Total"," "," "," "," ","1.904","69","1.973","142.800.000"
