"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-02","GA 270","KNO","KNO - BTH (Domestic)","41","0","41","3.075.000"
"2","2017-03-02","GA 121","KNO","KNO - CGK (Domestic)","134","10","144","10.050.000"
"3","2017-03-02","GA 197","KNO","KNO - CGK (Domestic)","88","0","88","6.600.000"
"4","2017-03-02","GA 195","KNO","KNO - CGK (Domestic)","117","1","118","8.775.000"
"5","2017-03-02","GA 191","KNO","KNO - CGK (Domestic)","133","1","134","9.975.000"
"6","2017-03-02","GA 189","KNO","KNO - CGK (Domestic)","100","31","131","7.500.000"
"7","2017-03-02","GA 187","KNO","KNO - CGK (Domestic)","83","0","83","6.225.000"
"8","2017-03-02","GA 123","KNO","KNO - CGK (Domestic)","132","1","133","9.900.000"
"9","2017-03-02","GA 181","KNO","KNO - CGK (Domestic)","104","0","104","7.800.000"
"10","2017-03-02","GA 183","KNO","KNO - CGK (Domestic)","111","1","112","8.325.000"
"11","2017-03-02","GA 185","KNO","KNO - CGK (Domestic)","76","4","80","5.700.000"
"12","2017-03-02","GA 7136","KNO","KNO - DTB (Domestic)","33","16","49","2.475.000"
"13","2017-03-02","GA 7134","KNO","KNO - FLZ (Domestic)","58","4","62","4.350.000"
"14","2017-03-02","GA 7116","KNO","KNO - GNS (Domestic)","27","1","28","2.025.000"
"15","2017-03-02","GA 7118","KNO","KNO - GNS (Domestic)","35","13","48","2.625.000"
"16","2017-03-02","GA 7124","KNO","KNO - LSW (Domestic)","18","29","47","1.350.000"
"17","2017-03-02","GA 266","KNO","KNO - PLM (Domestic)","73","3","76","5.475.000"
"Total"," "," "," "," ","1.363","115","1.478","102.225.000"
