"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-12,"GA 648","CGK3-?
(Domestic)","87 ",4,91
2017-04-12,"GA 646","CGK3-AMQ
(Domestic)","101 ",3,104
2017-04-12,"GA 536","CGK3-BDJ
(Domestic)","79 ",12,91
2017-04-12,"GA 528","CGK3-BDJ
(Domestic)","74 ",44,118
2017-04-12,"GA 530","CGK3-BDJ
(Domestic)","126 ",2,128
2017-04-12,"GA 532","CGK3-BDJ
(Domestic)","145 ",10,155
2017-04-12,"GA 534","CGK3-BDJ
(Domestic)","99 ",5,104
2017-04-12,"GA 538","CGK3-BDJ
(Domestic)","55 ",6,61
2017-04-12,"GA 298","CGK3-BKS
(Domestic)","82 ",37,119
2017-04-12,"GA 296","CGK3-BKS
(Domestic)","83 ",5,88
2017-04-12,"GA 562","CGK3-BPN
(Domestic)","88 ",0,88
2017-04-12,"GA 564","CGK3-BPN
(Domestic)","115 ",6,121
2017-04-12,"GA 568","CGK3-BPN
(Domestic)","91 ",25,116
2017-04-12,"GA 560","CGK3-BPN
(Domestic)","98 ",0,98
2017-04-12,"GA 570","CGK3-BPN
(Domestic)","96 ",12,108
2017-04-12,"GA 576","CGK3-BPN
(Domestic)","97 ",9,106
2017-04-12,"GA 572","CGK3-BPN
(Domestic)","98 ",19,117
2017-04-12,"GA 566","CGK3-BPN
(Domestic)","87 ",9,96
2017-04-12,"GA 150","CGK3-BTH
(Domestic)","141 ",2,143
2017-04-12,"GA 152","CGK3-BTH
(Domestic)","122 ",28,150
2017-04-12,"GA 154","CGK3-BTH
(Domestic)","119 ",16,135
2017-04-12,"GA 158","CGK3-BTH
(Domestic)","146 ",15,161
2017-04-12,"GA 156","CGK3-BTH
(Domestic)","131 ",6,137
2017-04-12,"GA 146","CGK3-BTJ
(Domestic)","97 ",35,132
2017-04-12,"GA 142","CGK3-BTJ
(Domestic)","93 ",23,116
2017-04-12,"GA 140","CGK3-BTJ
(Domestic)","112 ",4,116
2017-04-12,"GA 134","CGK3-DJB
(Domestic)","85 ",19,104
2017-04-12,"GA 132","CGK3-DJB
(Domestic)","78 ",14,92
2017-04-12,"GA 130","CGK3-DJB
(Domestic)","63 ",0,63
2017-04-12,"GA 128","CGK3-DJB
(Domestic)","70 ",24,94
2017-04-12,"GA 126","CGK3-DJB
(Domestic)","45 ",6,51
2017-04-12,"GA 656","CGK3-DJJ
(Domestic)","74 ",13,87
2017-04-12,"GA 438","CGK3-DPS
(Domestic)","160 ",1,161
2017-04-12,"GA 652","CGK3-DPS
(Domestic)","139 ",14,153
2017-04-12,"GA 426","CGK3-DPS
(Domestic)","227 ",0,227
2017-04-12,"GA 418","CGK3-DPS
(Domestic)","220 ",20,240
2017-04-12,"GA 420","CGK3-DPS
(Domestic)","145 ",13,158
2017-04-12,"GA 424","CGK3-DPS
(Domestic)","151 ",4,155
2017-04-12,"GA 422","CGK3-DPS
(Domestic)","209 ",29,238
2017-04-12,"GA 414","CGK3-DPS
(Domestic)","137 ",18,155
2017-04-12,"GA 410","CGK3-DPS
(Domestic)","183 ",10,193
2017-04-12,"GA 408","CGK3-DPS
(Domestic)","151 ",12,163
2017-04-12,"GA 404","CGK3-DPS
(Domestic)","126 ",38,164
2017-04-12,"GA 402","CGK3-DPS
(Domestic)","214 ",2,216
2017-04-12,"GA 400","CGK3-DPS
(Domestic)","154 ",0,154
2017-04-12,"GA 412","CGK3-DPS
(Domestic)","289 ",9,298
2017-04-12,"GA 1440","CGK3-DUM
(Domestic)","51 ",1,52
2017-04-12,"GA 262","CGK3-FLZ
(Domestic)","72 ",15,87
2017-04-12,"GA 210","CGK3-JOG
(Domestic)","127 ",27,154
2017-04-12,"GA 216","CGK3-JOG
(Domestic)","131 ",8,139
2017-04-12,"GA 218","CGK3-JOG
(Domestic)","117 ",17,134
2017-04-12,"GA 214","CGK3-JOG
(Domestic)","134 ",16,150
2017-04-12,"GA 212","CGK3-JOG
(Domestic)","108 ",27,135
2017-04-12,"GA 208","CGK3-JOG
(Domestic)","143 ",12,155
2017-04-12,"GA 206","CGK3-JOG
(Domestic)","150 ",9,159
2017-04-12,"GA 204","CGK3-JOG
(Domestic)","153 ",6,159
2017-04-12,"GA 202","CGK3-JOG
(Domestic)","159 ",0,159
2017-04-12,"GA 180","CGK3-KNO
(Domestic)","113 ",7,120
2017-04-12,"GA 118","CGK3-KNO
(Domestic)","83 ",9,92
2017-04-12,"GA 122","CGK3-KNO
(Domestic)","98 ",37,135
2017-04-12,"GA 186","CGK3-KNO
(Domestic)","115 ",21,136
2017-04-12,"GA 182","CGK3-KNO
(Domestic)","104 ",4,108
2017-04-12,"GA 194","CGK3-KNO
(Domestic)","135 ",0,135
2017-04-12,"GA 196","CGK3-KNO
(Domestic)","105 ",16,121
2017-04-12,"GA 184","CGK3-KNO
(Domestic)","94 ",15,109
2017-04-12,"GA 192","CGK3-KNO
(Domestic)","125 ",18,143
2017-04-12,"GA 190","CGK3-KNO
(Domestic)","110 ",9,119
2017-04-12,"GA 188","CGK3-KNO
(Domestic)","75 ",21,96
2017-04-12,"GA 456","CGK3-KOE
(Domestic)","56 ",0,56
2017-04-12,"GA 452","CGK3-LBJ
(Domestic)","46 ",1,47
2017-04-12,"GA 440","CGK3-LOP
(Domestic)","79 ",7,86
2017-04-12,"GA 434","CGK3-LOP
(Domestic)","123 ",2,125
2017-04-12,"GA 430","CGK3-LOP
(Domestic)","101 ",10,111
2017-04-12,"GA 432","CGK3-LOP
(Domestic)","129 ",8,137
2017-04-12,"GA 606","CGK3-MDC
(Domestic)","102 ",25,127
2017-04-12,"GA 602","CGK3-MDC
(Domestic)","101 ",0,101
2017-04-12,"GA 600","CGK3-MDC
(Domestic)","81 ",14,95
2017-04-12,"GA 626","CGK3-MDC
(Domestic)","86 ",11,97
2017-04-12,"GA 290","CGK3-MLG
(Domestic)","93 ",7,100
2017-04-12,"GA 292","CGK3-MLG
(Domestic)","98 ",22,120
2017-04-12,"GA 148","CGK3-PDG
(Domestic)","131 ",9,140
2017-04-12,"GA 124","CGK3-PDG
(Domestic)","142 ",5,147
2017-04-12,"GA 160","CGK3-PDG
(Domestic)","158 ",3,161
2017-04-12,"GA 164","CGK3-PDG
(Domestic)","131 ",25,156
2017-04-12,"GA 168","CGK3-PDG
(Domestic)","105 ",26,131
2017-04-12,"GA 162","CGK3-PDG
(Domestic)","117 ",27,144
2017-04-12,"GA 166","CGK3-PDG
(Domestic)","119 ",27,146
2017-04-12,"GA 138","CGK3-PGK
(Domestic)","50 ",11,61
2017-04-12,"GA 136","CGK3-PGK
(Domestic)","68 ",3,71
2017-04-12,"GA 172","CGK3-PKU
(Domestic)","107 ",11,118
2017-04-12,"GA 174","CGK3-PKU
(Domestic)","127 ",24,151
2017-04-12,"GA 198","CGK3-PKU
(Domestic)","78 ",27,105
2017-04-12,"GA 170","CGK3-PKU
(Domestic)","135 ",1,136
2017-04-12,"GA 178","CGK3-PKU
(Domestic)","99 ",23,122
2017-04-12,"GA 176","CGK3-PKU
(Domestic)","123 ",31,154
2017-04-12,"GA 552","CGK3-PKY
(Domestic)","121 ",38,159
2017-04-12,"GA 550","CGK3-PKY
(Domestic)","148 ",3,151
2017-04-12,"GA 104","CGK3-PLM
(Domestic)","109 ",15,124
2017-04-12,"GA 102","CGK3-PLM
(Domestic)","152 ",3,155
2017-04-12,"GA 100","CGK3-PLM
(Domestic)","103 ",0,103
2017-04-12,"GA 106","CGK3-PLM
(Domestic)","79 ",12,91
2017-04-12,"GA 108","CGK3-PLM
(Domestic)","90 ",23,113
2017-04-12,"GA 110","CGK3-PLM
(Domestic)","110 ",20,130
2017-04-12,"GA 116","CGK3-PLM
(Domestic)","72 ",15,87
