"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-09,"GA 127","DJB-CGK","102 ",0,102
2017-03-09,"GA 129","DJB-CGK","63 ",0,63
2017-03-09,"GA 131","DJB-CGK","76 ",2,78
2017-03-09,"GA 133","DJB-CGK","77 ",0,77
2017-03-09,"GA 135","DJB-CGK","114 ",0,114
2017-03-09,"GA 7115","DJB-PLM","69 ",1,70
