"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-11,"GA 648","CGK3-?
(Domestic)","125 ",15,140
2017-04-11,"GA 646","CGK3-AMQ
(Domestic)","112 ",4,116
2017-04-11,"GA 536","CGK3-BDJ
(Domestic)","55 ",16,71
2017-04-11,"GA 530","CGK3-BDJ
(Domestic)","143 ",1,144
2017-04-11,"GA 532","CGK3-BDJ
(Domestic)","124 ",18,142
2017-04-11,"GA 534","CGK3-BDJ
(Domestic)","75 ",9,84
2017-04-11,"GA 538","CGK3-BDJ
(Domestic)","40 ",9,49
2017-04-11,"GA 528","CGK3-BDJ
(Domestic)","61 ",5,66
2017-04-11,"GA 296","CGK3-BKS
(Domestic)","73 ",4,77
2017-04-11,"GA 298","CGK3-BKS
(Domestic)","66 ",44,110
2017-04-11,"GA 570","CGK3-BPN
(Domestic)","131 ",8,139
2017-04-11,"GA 564","CGK3-BPN
(Domestic)","144 ",8,152
2017-04-11,"GA 560","CGK3-BPN
(Domestic)","159 ",0,159
2017-04-11,"GA 572","CGK3-BPN
(Domestic)","110 ",17,127
2017-04-11,"GA 566","CGK3-BPN
(Domestic)","87 ",19,106
2017-04-11,"GA 568","CGK3-BPN
(Domestic)","128 ",11,139
2017-04-11,"GA 576","CGK3-BPN
(Domestic)","81 ",4,85
2017-04-11,"GA 156","CGK3-BTH
(Domestic)","126 ",11,137
2017-04-11,"GA 150","CGK3-BTH
(Domestic)","116 ",0,116
2017-04-11,"GA 152","CGK3-BTH
(Domestic)","110 ",40,150
2017-04-11,"GA 158","CGK3-BTH
(Domestic)","124 ",13,137
2017-04-11,"GA 154","CGK3-BTH
(Domestic)","118 ",23,141
2017-04-11,"GA 140","CGK3-BTJ
(Domestic)","126 ",2,128
2017-04-11,"GA 146","CGK3-BTJ
(Domestic)","94 ",26,120
2017-04-11,"GA 142","CGK3-BTJ
(Domestic)","103 ",13,116
2017-04-11,"GA 128","CGK3-DJB
(Domestic)","53 ",11,64
2017-04-11,"GA 134","CGK3-DJB
(Domestic)","99 ",23,122
2017-04-11,"GA 126","CGK3-DJB
(Domestic)","91 ",9,100
2017-04-11,"GA 132","CGK3-DJB
(Domestic)","63 ",5,68
2017-04-11,"GA 130","CGK3-DJB
(Domestic)","97 ",0,97
2017-04-11,"GA 656","CGK3-DJJ
(Domestic)","90 ",13,103
2017-04-11,"GA 652","CGK3-DPS
(Domestic)","132 ",3,135
2017-04-11,"GA 420","CGK3-DPS
(Domestic)","112 ",20,132
2017-04-11,"GA 414","CGK3-DPS
(Domestic)","124 ",20,144
2017-04-11,"GA 418","CGK3-DPS
(Domestic)","174 ",8,182
2017-04-11,"GA 426","CGK3-DPS
(Domestic)","137 ",24,161
2017-04-11,"GA 424","CGK3-DPS
(Domestic)","87 ",4,91
2017-04-11,"GA 422","CGK3-DPS
(Domestic)","211 ",19,230
2017-04-11,"GA 412","CGK3-DPS
(Domestic)","197 ",15,212
2017-04-11,"GA 410","CGK3-DPS
(Domestic)","190 ",44,234
2017-04-11,"GA 408","CGK3-DPS
(Domestic)","119 ",39,158
2017-04-11,"GA 404","CGK3-DPS
(Domestic)","134 ",27,161
2017-04-11,"GA 402","CGK3-DPS
(Domestic)","223 ",4,227
2017-04-11,"GA 400","CGK3-DPS
(Domestic)","152 ",1,153
2017-04-11,"GA 438","CGK3-DPS
(Domestic)","161 ",1,162
2017-04-11,"GA 268","CGK3-DTB
(Domestic)","87 ",4,91
2017-04-11,"GA 208","CGK3-JOG
(Domestic)","111 ",46,157
2017-04-11,"GA 218","CGK3-JOG
(Domestic)","93 ",16,109
2017-04-11,"GA 214","CGK3-JOG
(Domestic)","150 ",10,160
2017-04-11,"GA 212","CGK3-JOG
(Domestic)","124 ",21,145
2017-04-11,"GA 210","CGK3-JOG
(Domestic)","118 ",35,153
2017-04-11,"GA 206","CGK3-JOG
(Domestic)","150 ",12,162
2017-04-11,"GA 204","CGK3-JOG
(Domestic)","152 ",1,153
2017-04-11,"GA 202","CGK3-JOG
(Domestic)","142 ",0,142
2017-04-11,"GA 216","CGK3-JOG
(Domestic)","123 ",30,153
2017-04-11,"GA 122","CGK3-KNO
(Domestic)","85 ",16,101
2017-04-11,"GA 118","CGK3-KNO
(Domestic)","102 ",19,121
2017-04-11,"GA 180","CGK3-KNO
(Domestic)","98 ",2,100
2017-04-11,"GA 186","CGK3-KNO
(Domestic)","125 ",12,137
2017-04-11,"GA 182","CGK3-KNO
(Domestic)","127 ",9,136
2017-04-11,"GA 184","CGK3-KNO
(Domestic)","139 ",11,150
2017-04-11,"GA 188","CGK3-KNO
(Domestic)","116 ",10,126
2017-04-11,"GA 190","CGK3-KNO
(Domestic)","120 ",10,130
2017-04-11,"GA 196","CGK3-KNO
(Domestic)","90 ",14,104
2017-04-11,"GA 194","CGK3-KNO
(Domestic)","118 ",1,119
2017-04-11,"GA 192","CGK3-KNO
(Domestic)","90 ",28,118
2017-04-11,"GA 456","CGK3-KOE
(Domestic)","49 ",0,49
2017-04-11,"GA 452","CGK3-LBJ
(Domestic)","63 ",2,65
2017-04-11,"GA 430","CGK3-LOP
(Domestic)","128 ",21,149
