"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-02,"GA 270","KNO-BTH
(Domestic)","49 ",1,50
2017-04-02,"GA 121","KNO-CGK
(Domestic)","157 ",5,162
2017-04-02,"GA 197","KNO-CGK
(Domestic)","147 ",0,147
2017-04-02,"GA 195","KNO-CGK
(Domestic)","146 ",13,159
2017-04-02,"GA 193","KNO-CGK
(Domestic)","151 ",12,163
2017-04-02,"GA 191","KNO-CGK
(Domestic)","162 ",1,163
2017-04-02,"GA 189","KNO-CGK
(Domestic)","3 ",0,3
2017-04-02,"GA 187","KNO-CGK
(Domestic)","157 ",5,162
2017-04-02,"GA 185","KNO-CGK
(Domestic)","157 ",0,157
2017-04-02,"GA 183","KNO-CGK
(Domestic)","126 ",2,128
2017-04-02,"GA 181","KNO-CGK
(Domestic)","95 ",0,95
2017-04-02,"GA 123","KNO-CGK
(Domestic)","112 ",1,113
2017-04-02,"GA 988","KNO-JED
(International)","95 ",54,149
2017-04-02,"GA 7124","KNO-LSW
(Domestic)","25 ",38,63
2017-04-02,"GA 266","KNO-PLM
(Domestic)","45 ",0,45
2017-04-02,"GA 850","KNO-SIN
(International)","138 ",4,142
2017-04-02,"MH 861","KNO-KUL
(International)","141 ",0,141
2017-04-02,"MH 865","KNO-KUL
(International)","136 ",0,136
2017-04-02,"MI 233","KNO-SIN
(International)","111 ",0,111
2017-04-02,"MI 237","KNO-SIN
(International)","142 ",1,143
