"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-25","GA 648","CGK3","CGK3 - ? (Domestic)","136","8","144","17.680.000"
"2","2017-03-25","GA 646","CGK3","CGK3 - AMQ (Domestic)","116","3","119","14.690.000"
"3","2017-03-25","GA 538","CGK3","CGK3 - BDJ (Domestic)","51","7","58","6.630.000"
"4","2017-03-25","GA 536","CGK3","CGK3 - BDJ (Domestic)","77","10","87","10.010.000"
"5","2017-03-25","GA 534","CGK3","CGK3 - BDJ (Domestic)","109","10","119","14.170.000"
"6","2017-03-25","GA 532","CGK3","CGK3 - BDJ (Domestic)","105","47","152","13.650.000"
"7","2017-03-25","GA 530","CGK3","CGK3 - BDJ (Domestic)","116","3","119","15.080.000"
"8","2017-03-25","GA 528","CGK3","CGK3 - BDJ (Domestic)","100","16","116","13.000.000"
"9","2017-03-25","GA 298","CGK3","CGK3 - BKS (Domestic)","112","37","149","14.560.000"
"10","2017-03-25","GA 296","CGK3","CGK3 - BKS (Domestic)","160","2","162","20.800.000"
"11","2017-03-25","GA 572","CGK3","CGK3 - BPN (Domestic)","144","9","153","18.720.000"
"12","2017-03-25","GA 576","CGK3","CGK3 - BPN (Domestic)","91","13","104","11.830.000"
"13","2017-03-25","GA 570","CGK3","CGK3 - BPN (Domestic)","113","19","132","14.690.000"
"14","2017-03-25","GA 560","CGK3","CGK3 - BPN (Domestic)","145","3","148","18.850.000"
"15","2017-03-25","GA 564","CGK3","CGK3 - BPN (Domestic)","161","20","181","20.930.000"
"16","2017-03-25","GA 568","CGK3","CGK3 - BPN (Domestic)","121","24","145","15.730.000"
"17","2017-03-25","GA 150","CGK3","CGK3 - BTH (Domestic)","160","0","160","20.800.000"
"18","2017-03-25","GA 154","CGK3","CGK3 - BTH (Domestic)","145","13","158","18.850.000"
"19","2017-03-25","GA 152","CGK3","CGK3 - BTH (Domestic)","110","51","161","14.300.000"
"20","2017-03-25","GA 158","CGK3","CGK3 - BTH (Domestic)","143","11","154","18.590.000"
"21","2017-03-25","GA 156","CGK3","CGK3 - BTH (Domestic)","129","19","148","16.770.000"
"22","2017-03-25","GA 146","CGK3","CGK3 - BTJ (Domestic)","125","28","153","16.250.000"
"23","2017-03-25","GA 142","CGK3","CGK3 - BTJ (Domestic)","89","28","117","11.570.000"
"24","2017-03-25","GA 140","CGK3","CGK3 - BTJ (Domestic)","121","5","126","15.730.000"
"25","2017-03-25","GA 128","CGK3","CGK3 - DJB (Domestic)","105","29","134","13.650.000"
"26","2017-03-25","GA 126","CGK3","CGK3 - DJB (Domestic)","136","16","152","17.680.000"
"27","2017-03-25","GA 132","CGK3","CGK3 - DJB (Domestic)","98","15","113","12.740.000"
"28","2017-03-25","GA 130","CGK3","CGK3 - DJB (Domestic)","131","2","133","17.030.000"
"29","2017-03-25","GA 134","CGK3","CGK3 - DJB (Domestic)","115","25","140","14.950.000"
"30","2017-03-25","GA 656","CGK3","CGK3 - DJJ (Domestic)","108","9","117","14.040.000"
"31","2017-03-25","GA 404","CGK3","CGK3 - DPS (Domestic)","160","2","162","20.800.000"
"32","2017-03-25","GA 652","CGK3","CGK3 - DPS (Domestic)","114","15","129","14.820.000"
"33","2017-03-25","GA 418","CGK3","CGK3 - DPS (Domestic)","189","10","199","20.800.000"
"34","2017-03-25","GA 420","CGK3","CGK3 - DPS (Domestic)","113","15","128","14.690.000"
"35","2017-03-25","GA 426","CGK3","CGK3 - DPS (Domestic)","154","3","157","20.020.000"
"36","2017-03-25","GA 424","CGK3","CGK3 - DPS (Domestic)","97","3","100","12.610.000"
"37","2017-03-25","GA 422","CGK3","CGK3 - DPS (Domestic)","266","16","282","32.890.000"
"38","2017-03-25","GA 414","CGK3","CGK3 - DPS (Domestic)","148","10","158","19.240.000"
"39","2017-03-25","GA 410","CGK3","CGK3 - DPS (Domestic)","228","14","242","60.000"
"40","2017-03-25","GA 408","CGK3","CGK3 - DPS (Domestic)","147","12","159","240.000"
"41","2017-03-25","GA 402","CGK3","CGK3 - DPS (Domestic)","234","5","239","30.420.000"
"42","2017-03-25","GA 400","CGK3","CGK3 - DPS (Domestic)","154","3","157","18.980.000"
"43","2017-03-25","GA 438","CGK3","CGK3 - DPS (Domestic)","159","2","161","20.670.000"
"44","2017-03-25","GA 262","CGK3","CGK3 - FLZ (Domestic)","95","1","96","12.350.000"
"45","2017-03-25","GA 214","CGK3","CGK3 - JOG (Domestic)","132","32","164","17.160.000"
"46","2017-03-25","GA 218","CGK3","CGK3 - JOG (Domestic)","129","31","160","16.770.000"
"47","2017-03-25","GA 216","CGK3","CGK3 - JOG (Domestic)","145","14","159","18.850.000"
"48","2017-03-25","GA 212","CGK3","CGK3 - JOG (Domestic)","140","25","165","18.200.000"
"49","2017-03-25","GA 210","CGK3","CGK3 - JOG (Domestic)","156","8","164","20.280.000"
"50","2017-03-25","GA 206","CGK3","CGK3 - JOG (Domestic)","153","12","165","19.110.000"
"51","2017-03-25","GA 202","CGK3","CGK3 - JOG (Domestic)","161","1","162","20.930.000"
"52","2017-03-25","GA 204","CGK3","CGK3 - JOG (Domestic)","158","2","160","120.000"
"53","2017-03-25","GA 208","CGK3","CGK3 - JOG (Domestic)","126","36","162","16.380.000"
"54","2017-03-25","GA 186","CGK3","CGK3 - KNO (Domestic)","153","5","158","19.890.000"
"55","2017-03-25","GA 122","CGK3","CGK3 - KNO (Domestic)","120","46","166","15.600.000"
"56","2017-03-25","GA 118","CGK3","CGK3 - KNO (Domestic)","146","13","159","18.590.000"
"57","2017-03-25","GA 180","CGK3","CGK3 - KNO (Domestic)","159","2","161","20.670.000"
"58","2017-03-25","GA 188","CGK3","CGK3 - KNO (Domestic)","143","20","163","18.330.000"
"59","2017-03-25","GA 184","CGK3","CGK3 - KNO (Domestic)","153","9","162","840.000"
"60","2017-03-25","GA 182","CGK3","CGK3 - KNO (Domestic)","155","3","158","180.000"
"61","2017-03-25","GA 190","CGK3","CGK3 - KNO (Domestic)","155","8","163","20.150.000"
"62","2017-03-25","GA 192","CGK3","CGK3 - KNO (Domestic)","125","34","159","120.000"
"63","2017-03-25","GA 194","CGK3","CGK3 - KNO (Domestic)","161","1","162","19.890.000"
"64","2017-03-25","GA 196","CGK3","CGK3 - KNO (Domestic)","131","31","162","17.030.000"
"65","2017-03-25","GA 456","CGK3","CGK3 - KOE (Domestic)","78","3","81","10.140.000"
"66","2017-03-25","GA 452","CGK3","CGK3 - LBJ (Domestic)","155","5","160","20.150.000"
"67","2017-03-25","GA 440","CGK3","CGK3 - LOP (Domestic)","127","28","155","16.510.000"
"68","2017-03-25","GA 434","CGK3","CGK3 - LOP (Domestic)","161","2","163","720.000"
"69","2017-03-25","GA 430","CGK3","CGK3 - LOP (Domestic)","155","8","163","540.000"
