"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-12,"GA 501","PNK-CGK","75 ",0,75
2017-04-12,"GA 515","PNK-CGK","90 ",17,107
2017-04-12,"GA 513","PNK-CGK","136 ",8,144
2017-04-12,"GA 511","PNK-CGK","51 ",14,65
2017-04-12,"GA 507","PNK-CGK","110 ",19,129
2017-04-12,"GA 505","PNK-CGK","114 ",2,116
2017-04-12,"GA 503","PNK-CGK","110 ",2,112
2017-04-12,"GA 7532","PNK-KTG","42 ",24,66
2017-04-12,"GA 7523","PNK-PKY","32 ",3,35
2017-04-12,"GA 7524","PNK-PSU","40 ",5,45
2017-04-12,"GA 7534","PNK-SQG","31 ",27,58
