"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-04,"GA 501","PNK-CGK","86 ",3,89
2017-04-04,"GA 515","PNK-CGK","113 ",9,122
2017-04-04,"GA 513","PNK-CGK","108 ",8,116
2017-04-04,"GA 511","PNK-CGK","116 ",3,119
2017-04-04,"GA 507","PNK-CGK","134 ",8,142
2017-04-04,"GA 505","PNK-CGK","117 ",9,126
2017-04-04,"GA 503","PNK-CGK","131 ",1,132
2017-04-04,"GA 7528","PNK-KTG","16 ",1,17
2017-04-04,"GA 7532","PNK-KTG","41 ",8,49
2017-04-04,"GA 7536","PNK-KTG","32 ",10,42
2017-04-04,"GA 7523","PNK-PKY","45 ",1,46
2017-04-04,"GA 7524","PNK-PSU","32 ",22,54
2017-04-04,"GA 7534","PNK-SQG","29 ",19,48
