"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-04,"GA 137","PGK-CGK","54 ",0,54
2017-03-04,"GA 139","PGK-CGK","41 ",0,41
2017-03-04,"GA 7127","PGK-PLM","27 ",0,27
2017-03-04,"GA 7126","PGK-TJQ","21 ",0,21
