"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-13","GA 270","KNO","KNO - BTH (Domestic)","67","1","68","5.025.000"
"2","2017-02-13","GA 123","KNO","KNO - CGK (Domestic)","94","0","94","7.050.000"
"3","2017-02-13","GA 197","KNO","KNO - CGK (Domestic)","101","2","103","7.575.000"
"4","2017-02-13","GA 195","KNO","KNO - CGK (Domestic)","126","1","127","9.450.000"
"5","2017-02-13","GA 193","KNO","KNO - CGK (Domestic)","138","3","141","10.350.000"
"6","2017-02-13","GA 191","KNO","KNO - CGK (Domestic)","133","24","157","9.975.000"
"7","2017-02-13","GA 189","KNO","KNO - CGK (Domestic)","96","15","111","7.200.000"
"8","2017-02-13","GA 187","KNO","KNO - CGK (Domestic)","112","5","117","8.400.000"
"9","2017-02-13","GA 185","KNO","KNO - CGK (Domestic)","91","12","103","6.825.000"
"10","2017-02-13","GA 183","KNO","KNO - CGK (Domestic)","108","1","109","8.100.000"
"11","2017-02-13","GA 181","KNO","KNO - CGK (Domestic)","96","2","98","7.200.000"
"12","2017-02-13","GA 7136","KNO","KNO - DTB (Domestic)","17","6","23","1.275.000"
"13","2017-02-13","GA 7134","KNO","KNO - FLZ (Domestic)","54","4","58","4.050.000"
"14","2017-02-13","GA 7118","KNO","KNO - GNS (Domestic)","61","4","65","4.575.000"
"15","2017-02-13","GA 7116","KNO","KNO - GNS (Domestic)","68","1","69","5.100.000"
"16","2017-02-13","GA 988","KNO","KNO - JED (International)","146","150","296","29.200.000"
"17","2017-02-13","GA 7124","KNO","KNO - LSW (Domestic)","33","25","58","2.475.000"
"18","2017-02-13","GA 266","KNO","KNO - PLM (Domestic)","78","2","80","5.850.000"
"19","2017-02-13","GA 850","KNO","KNO - SIN (International)","52","0","52","10.400.000"
"Total"," "," "," "," ","1.671","258","1.929","150.075.000"
