"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-25,"GA 270","KNO-BTH
(Domestic)","70 ",0,70
2017-04-25,"GA 121","KNO-CGK
(Domestic)","126 ",7,133
2017-04-25,"GA 197","KNO-CGK
(Domestic)","131 ",1,132
2017-04-25,"GA 195","KNO-CGK
(Domestic)","112 ",1,113
2017-04-25,"GA 193","KNO-CGK
(Domestic)","120 ",3,123
2017-04-25,"GA 191","KNO-CGK
(Domestic)","121 ",2,123
2017-04-25,"GA 189","KNO-CGK
(Domestic)","133 ",10,143
2017-04-25,"GA 185","KNO-CGK
(Domestic)","122 ",11,133
2017-04-25,"GA 183","KNO-CGK
(Domestic)","134 ",0,134
2017-04-25,"GA 181","KNO-CGK
(Domestic)","92 ",0,92
2017-04-25,"GA 123","KNO-CGK
(Domestic)","118 ",1,119
2017-04-25,"GA 7136","KNO-DTB
(Domestic)","33 ",3,36
2017-04-25,"GA 7134","KNO-FLZ
(Domestic)","41 ",11,52
2017-04-25,"GA 7116","KNO-GNS
(Domestic)","39 ",2,41
2017-04-25,"GA 266","KNO-PLM
(Domestic)","92 ",3,95
2017-04-25,"GA 850","KNO-SIN
(International)","55 ",3,58
2017-04-25,"MH 861","KNO-KUL
(International)","136 ",2,138
2017-04-25,"MH 865","KNO-KUL
(International)","134 ",1,135
2017-04-25,"MI 233","KNO-SIN
(International)","105 ",1,106
2017-04-25,"MI 237","KNO-SIN
(International)","91 ",0,91
