"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-07","GA 270","KNO","KNO - BTH (Domestic)","73","2","75","5.475.000"
"2","2017-03-07","GA 121","KNO","KNO - CGK (Domestic)","120","16","136","9.000.000"
"3","2017-03-07","GA 197","KNO","KNO - CGK (Domestic)","91","0","91","6.825.000"
"4","2017-03-07","GA 195","KNO","KNO - CGK (Domestic)","96","5","101","7.200.000"
"5","2017-03-07","GA 193","KNO","KNO - CGK (Domestic)","117","31","148","8.775.000"
"6","2017-03-07","GA 191","KNO","KNO - CGK (Domestic)","96","2","98","7.200.000"
"7","2017-03-07","GA 189","KNO","KNO - CGK (Domestic)","96","3","99","7.200.000"
"8","2017-03-07","GA 187","KNO","KNO - CGK (Domestic)","91","1","92","6.825.000"
"9","2017-03-07","GA 185","KNO","KNO - CGK (Domestic)","107","0","107","8.025.000"
"10","2017-03-07","GA 183","KNO","KNO - CGK (Domestic)","52","1","53","3.900.000"
"11","2017-03-07","GA 181","KNO","KNO - CGK (Domestic)","63","0","63","4.725.000"
"12","2017-03-07","GA 123","KNO","KNO - CGK (Domestic)","90","0","90","6.750.000"
"13","2017-03-07","GA 7134","KNO","KNO - FLZ (Domestic)","40","6","46","3.000.000"
"14","2017-03-07","GA 7116","KNO","KNO - GNS (Domestic)","69","2","71","5.175.000"
"15","2017-03-07","GA 7124","KNO","KNO - LSW (Domestic)","9","24","33","675.000"
"16","2017-03-07","GA 266","KNO","KNO - PLM (Domestic)","61","0","61","4.575.000"
"Total"," "," "," "," ","1.271","93","1.364","95.325.000"
