"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-03-28","GA 648","CGK3","CGK3 - ? (Domestic)","77","5","82","10.010.000"
"2","2017-03-28","GA 646","CGK3","CGK3 - AMQ (Domestic)","91","6","97","11.830.000"
"3","2017-03-28","GA 534","CGK3","CGK3 - BDJ (Domestic)","149","12","161","19.370.000"
"4","2017-03-28","GA 536","CGK3","CGK3 - BDJ (Domestic)","115","34","149","14.950.000"
"5","2017-03-28","GA 538","CGK3","CGK3 - BDJ (Domestic)","109","23","132","14.170.000"
"6","2017-03-28","GA 528","CGK3","CGK3 - BDJ (Domestic)","137","12","149","17.810.000"
"7","2017-03-28","GA 530","CGK3","CGK3 - BDJ (Domestic)","67","3","70","8.710.000"
"8","2017-03-28","GA 532","CGK3","CGK3 - BDJ (Domestic)","120","32","152","15.600.000"
"9","2017-03-28","GA 298","CGK3","CGK3 - BKS (Domestic)","83","43","126","10.790.000"
"10","2017-03-28","GA 296","CGK3","CGK3 - BKS (Domestic)","38","2","40","4.940.000"
"11","2017-03-28","GA 568","CGK3","CGK3 - BPN (Domestic)","97","39","136","12.610.000"
"12","2017-03-28","GA 570","CGK3","CGK3 - BPN (Domestic)","114","16","130","14.820.000"
"13","2017-03-28","GA 560","CGK3","CGK3 - BPN (Domestic)","55","0","55","7.150.000"
"14","2017-03-28","GA 564","CGK3","CGK3 - BPN (Domestic)","126","9","135","16.380.000"
"15","2017-03-28","GA 576","CGK3","CGK3 - BPN (Domestic)","153","2","155","19.890.000"
"16","2017-03-28","GA 566","CGK3","CGK3 - BPN (Domestic)","104","16","120","13.520.000"
"17","2017-03-28","GA 572","CGK3","CGK3 - BPN (Domestic)","125","20","145","16.250.000"
"18","2017-03-28","GA 152","CGK3","CGK3 - BTH (Domestic)","88","13","101","11.440.000"
"19","2017-03-28","GA 156","CGK3","CGK3 - BTH (Domestic)","125","13","138","16.250.000"
"20","2017-03-28","GA 154","CGK3","CGK3 - BTH (Domestic)","57","73","130","7.410.000"
"21","2017-03-28","GA 158","CGK3","CGK3 - BTH (Domestic)","108","8","116","14.040.000"
"22","2017-03-28","GA 150","CGK3","CGK3 - BTH (Domestic)","59","2","61","7.670.000"
"23","2017-03-28","GA 140","CGK3","CGK3 - BTJ (Domestic)","57","2","59","7.410.000"
"24","2017-03-28","GA 146","CGK3","CGK3 - BTJ (Domestic)","118","15","133","15.340.000"
"25","2017-03-28","GA 142","CGK3","CGK3 - BTJ (Domestic)","139","13","152","18.070.000"
"26","2017-03-28","GA 128","CGK3","CGK3 - DJB (Domestic)","91","17","108","11.830.000"
"27","2017-03-28","GA 130","CGK3","CGK3 - DJB (Domestic)","28","2","30","3.640.000"
"28","2017-03-28","GA 126","CGK3","CGK3 - DJB (Domestic)","42","22","64","5.460.000"
"29","2017-03-28","GA 134","CGK3","CGK3 - DJB (Domestic)","122","24","146","15.860.000"
"30","2017-03-28","GA 132","CGK3","CGK3 - DJB (Domestic)","81","7","88","10.530.000"
"31","2017-03-28","GA 656","CGK3","CGK3 - DJJ (Domestic)","145","9","154","18.850.000"
"32","2017-03-28","GA 268","CGK3","CGK3 - DTB (Domestic)","61","0","61","7.930.000"
"33","2017-03-28","GA 262","CGK3","CGK3 - FLZ (Domestic)","61","0","61","7.930.000"
"34","2017-03-28","GA 202","CGK3","CGK3 - JOG (Domestic)","74","7","81","9.620.000"
"35","2017-03-28","GA 214","CGK3","CGK3 - JOG (Domestic)","109","28","137","14.170.000"
"36","2017-03-28","GA 216","CGK3","CGK3 - JOG (Domestic)","103","10","113","13.390.000"
"37","2017-03-28","GA 206","CGK3","CGK3 - JOG (Domestic)","120","15","135","15.600.000"
"38","2017-03-28","GA 218","CGK3","CGK3 - JOG (Domestic)","66","8","74","8.580.000"
"39","2017-03-28","GA 208","CGK3","CGK3 - JOG (Domestic)","138","18","156","17.940.000"
"40","2017-03-28","GA 210","CGK3","CGK3 - JOG (Domestic)","94","48","142","12.220.000"
"41","2017-03-28","GA 212","CGK3","CGK3 - JOG (Domestic)","99","34","133","12.870.000"
"42","2017-03-28","GA 204","CGK3","CGK3 - JOG (Domestic)","82","12","94","10.660.000"
"43","2017-03-28","GA 194","CGK3","CGK3 - KNO (Domestic)","138","2","140","17.940.000"
"44","2017-03-28","GA 196","CGK3","CGK3 - KNO (Domestic)","133","12","145","120.000"
"45","2017-03-28","GA 184","CGK3","CGK3 - KNO (Domestic)","137","13","150","17.810.000"
"46","2017-03-28","GA 192","CGK3","CGK3 - KNO (Domestic)","134","15","149","17.420.000"
"47","2017-03-28","GA 190","CGK3","CGK3 - KNO (Domestic)","137","12","149","60.000"
"48","2017-03-28","GA 118","CGK3","CGK3 - KNO (Domestic)","130","24","154","16.770.000"
"49","2017-03-28","GA 122","CGK3","CGK3 - KNO (Domestic)","125","18","143","16.250.000"
"50","2017-03-28","GA 180","CGK3","CGK3 - KNO (Domestic)","117","2","119","15.210.000"
"51","2017-03-28","GA 182","CGK3","CGK3 - KNO (Domestic)","115","7","122","14.950.000"
"52","2017-03-28","GA 186","CGK3","CGK3 - KNO (Domestic)","130","21","151","16.900.000"
"53","2017-03-28","GA 188","CGK3","CGK3 - KNO (Domestic)","147","6","153","18.720.000"
"54","2017-03-28","GA 456","CGK3","CGK3 - KOE (Domestic)","37","0","37","4.810.000"
"55","2017-03-28","GA 452","CGK3","CGK3 - LBJ (Domestic)","70","9","79","9.100.000"
"56","2017-03-28","GA 432","CGK3","CGK3 - LOP (Domestic)","73","12","85","9.490.000"
"57","2017-03-28","GA 434","CGK3","CGK3 - LOP (Domestic)","61","0","61","7.930.000"
"58","2017-03-28","GA 440","CGK3","CGK3 - LOP (Domestic)","130","6","136","16.900.000"
"59","2017-03-28","GA 430","CGK3","CGK3 - LOP (Domestic)","148","2","150","19.240.000"
"60","2017-03-28","GA 626","CGK3","CGK3 - MDC (Domestic)","142","9","151","18.460.000"
"61","2017-03-28","GA 602","CGK3","CGK3 - MDC (Domestic)","131","4","135","17.030.000"
"62","2017-03-28","GA 600","CGK3","CGK3 - MDC (Domestic)","141","11","152","18.330.000"
"63","2017-03-28","GA 606","CGK3","CGK3 - MDC (Domestic)","139","16","155","18.070.000"
