"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-15,"GA 334","BDO-DPS
(Domestic)","93 ",1,94
2017-04-15,"GA 372","BDO-SUB
(Domestic)","67 ",0,67
2017-04-15,"MI 191","BDO-SIN
(International)","88 ",4,92
