"No.","Flight Date","Flight No.","Airport","Route","Paying Pax","Non-Paying Pax","Total Pax","PSC (IDR)"
"1","2017-02-17","GA 270","KNO","KNO - BTH (Domestic)","64","2","66","4.800.000"
"2","2017-02-17","GA 121","KNO","KNO - CGK (Domestic)","156","7","163","11.700.000"
"3","2017-02-17","GA 197","KNO","KNO - CGK (Domestic)","120","1","121","9.000.000"
"4","2017-02-17","GA 195","KNO","KNO - CGK (Domestic)","110","1","111","8.250.000"
"5","2017-02-17","GA 193","KNO","KNO - CGK (Domestic)","157","4","161","11.775.000"
"6","2017-02-17","GA 189","KNO","KNO - CGK (Domestic)","117","17","134","8.775.000"
"7","2017-02-17","GA 187","KNO","KNO - CGK (Domestic)","100","2","102","7.500.000"
"8","2017-02-17","GA 123","KNO","KNO - CGK (Domestic)","100","0","100","7.500.000"
"9","2017-02-17","GA 181","KNO","KNO - CGK (Domestic)","86","1","87","6.450.000"
"10","2017-02-17","GA 183","KNO","KNO - CGK (Domestic)","115","0","115","8.625.000"
"11","2017-02-17","GA 185","KNO","KNO - CGK (Domestic)","95","4","99","7.125.000"
"12","2017-02-17","GA 7136","KNO","KNO - GNS (Domestic)","25","32","57","1.875.000"
"13","2017-02-17","GA 7116","KNO","KNO - GNS (Domestic)","23","4","27","1.725.000"
"14","2017-02-17","GA 7118","KNO","KNO - GNS (Domestic)","27","10","37","2.025.000"
"15","2017-02-17","GA 7124","KNO","KNO - LSW (Domestic)","17","20","37","1.275.000"
"16","2017-02-17","GA 266","KNO","KNO - PLM (Domestic)","67","0","67","5.025.000"
"17","2017-02-17","GA 7112","KNO","KNO - SBG (Domestic)","13","10","23","975.000"
"18","2017-02-17","GA 850","KNO","KNO - SIN (International)","79","0","79","15.800.000"
"Total"," "," "," "," ","1.471","115","1.586","120.200.000"
