"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-08,"GA 501","PNK-CGK","79 ",0,79
2017-04-08,"GA 515","PNK-CGK","50 ",3,53
2017-04-08,"GA 513","PNK-CGK","85 ",14,99
2017-04-08,"GA 511","PNK-CGK","28 ",0,28
2017-04-08,"GA 507","PNK-CGK","79 ",20,99
2017-04-08,"GA 505","PNK-CGK","96 ",11,107
2017-04-08,"GA 503","PNK-CGK","104 ",0,104
2017-04-08,"GA 7528","PNK-KTG","25 ",3,28
2017-04-08,"GA 7532","PNK-KTG","39 ",9,48
2017-04-08,"GA 7536","PNK-KTG","35 ",20,55
2017-04-08,"GA 7523","PNK-PKY","27 ",5,32
2017-04-08,"GA 7524","PNK-PSU","44 ",7,51
2017-04-08,"GA 7534","PNK-SQG","27 ",6,33
