"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-06,"GA 270","KNO-BTH
(Domestic)","70 ",2,72
2017-04-06,"GA 121","KNO-CGK
(Domestic)","132 ",3,135
2017-04-06,"GA 197","KNO-CGK
(Domestic)","127 ",0,127
2017-04-06,"GA 195","KNO-CGK
(Domestic)","114 ",0,114
2017-04-06,"GA 191","KNO-CGK
(Domestic)","127 ",22,149
2017-04-06,"GA 189","KNO-CGK
(Domestic)","128 ",2,130
2017-04-06,"GA 187","KNO-CGK
(Domestic)","133 ",1,134
2017-04-06,"GA 185","KNO-CGK
(Domestic)","135 ",3,138
2017-04-06,"GA 183","KNO-CGK
(Domestic)","113 ",0,113
2017-04-06,"GA 181","KNO-CGK
(Domestic)","136 ",0,136
2017-04-06,"GA 123","KNO-CGK
(Domestic)","134 ",0,134
2017-04-06,"GA 7136","KNO-DTB
(Domestic)","25 ",3,28
2017-04-06,"GA 7134","KNO-FLZ
(Domestic)","47 ",2,49
2017-04-06,"GA 7116","KNO-GNS
(Domestic)","61 ",9,70
2017-04-06,"GA 988","KNO-JED
(International)","215 ",35,250
2017-04-06,"GA 266","KNO-PLM
(Domestic)","89 ",0,89
2017-04-06,"GA 850","KNO-SIN
(International)","79 ",1,80
2017-04-06,"MH 861","KNO-KUL
(International)","144 ",1,145
2017-04-06,"MH 865","KNO-KUL
(International)","144 ",1,145
2017-04-06,"MI 233","KNO-SIN
(International)","135 ",1,136
2017-04-06,"MI 237","KNO-SIN
(International)","102 ",1,103
