"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-03-05,"GA 501","PNK-CGK","27 ",0,27
2017-03-05,"GA 7524","PNK-CGK","42 ",13,55
2017-03-05,"GA 515","PNK-CGK","77 ",7,84
2017-03-05,"GA 513","PNK-CGK","106 ",10,116
2017-03-05,"GA 511","PNK-CGK","46 ",3,49
2017-03-05,"GA 507","PNK-CGK","86 ",7,93
2017-03-05,"GA 505","PNK-CGK","89 ",1,90
2017-03-05,"GA 503","PNK-CGK","71 ",0,71
2017-03-05,"GA 7532","PNK-KTG","33 ",4,37
2017-03-05,"GA 7523","PNK-PKY","18 ",1,19
2017-03-05,"GA 7534","PNK-SQG","24 ",4,28
