"Flight Date","Flight No.",Route,"Paying Pax","Non-Paying Pax","Total Pax"
2017-04-22,"GA 501","PNK-CGK","73 ",2,75
2017-04-22,"GA 515","PNK-CGK","38 ",7,45
2017-04-22,"GA 513","PNK-CGK","64 ",29,93
2017-04-22,"GA 511","PNK-CGK","52 ",4,56
2017-04-22,"GA 507","PNK-CGK","89 ",23,112
2017-04-22,"GA 505","PNK-CGK","77 ",12,89
2017-04-22,"GA 503","PNK-CGK","87 ",6,93
2017-04-22,"GA 7528","PNK-KTG","28 ",2,30
2017-04-22,"GA 7532","PNK-KTG","41 ",21,62
2017-04-22,"GA 7536","PNK-KTG","46 ",15,61
2017-04-22,"GA 7523","PNK-PKY","40 ",4,44
2017-04-22,"GA 7524","PNK-PSU","38 ",4,42
2017-04-22,"GA 7534","PNK-SQG","17 ",17,34
